epoch,loss
0,1.24
1,2.36
2,3.25
3,3.47
4,3.72
5,4.08
6,4.31
7,4.66
8,4.75
9,4.83
10,5.07
11,5.05
12,5.33
13,5.32
14,5.39
15,5.56
16,5.49
17,5.68
18,5.73
19,5.81
20,5.87
21,5.8
22,5.9
23,5.99
24,6.2
25,6.09
26,6.19
27,6.33
28,6.26
29,6.32
