epoch,accuracy,num_predictions
0,54.49,8607
1,53.13,86110
2,53.08,95454
3,52.45,143111
4,52.59,150599
5,52.99,140639
6,52.76,158445
7,53.18,166352
8,53.1,199329
9,54.1,180776
10,54.42,193401
11,55.43,171477
12,54.71,214710
13,55.0,215551
14,55.37,222919
15,55.69,217592
16,55.86,233178
17,55.31,262066
18,56.03,245028
19,56.66,232420
20,56.76,239727
21,56.32,250774
22,56.58,242370
23,56.4,249478
24,55.97,264392
