epoch,loss
0,0.6717700958251953
1,0.6608363015311105
2,0.6618355342320034
3,0.6592637198311943
4,0.6587348937988281
5,0.6581758226667132
6,0.6576241084507534
7,0.6569399152483258
8,0.6560767037527901
9,0.6548729487827846
10,0.653429194859096
11,0.6518623897007534
12,0.650375475202288
13,0.6488847460065569
14,0.6476803370884486
15,0.6465566907610212
16,0.645359856741769
17,0.6444528307233538
18,0.6434636797223773
19,0.6428421020507813
20,0.6420814514160156
21,0.6405752999441964
22,0.6391534532819475
23,0.638226318359375
24,0.6379119328090123
