epoch,loss
0,0.6906603813171387
1,0.686497974395752
2,0.682141923904419
3,0.6797926425933838
4,0.6777195453643798
5,0.6750071525573731
6,0.6697169780731201
7,0.6602650642395019
8,0.6534641265869141
9,0.6481110572814941
10,0.6448067665100098
11,0.6425213813781738
12,0.6407356262207031
13,0.639410924911499
14,0.6383893966674805
15,0.6375635623931885
16,0.6367883205413818
17,0.636137580871582
18,0.6357255458831788
19,0.6350152015686035
20,0.6346972465515137
21,0.6342815399169922
22,0.6340162754058838
23,0.6334977626800538
24,0.6332275390625
25,0.6329758644104004
26,0.6327613353729248
27,0.632302713394165
28,0.6321894645690918
29,0.6318610668182373
30,0.6316963195800781
31,0.6314196586608887
32,0.6311816215515137
33,0.6310119152069091
34,0.630857276916504
35,0.6305406570434571
36,0.6303397178649902
37,0.6302239894866943
38,0.6298813343048095
39,0.6298746109008789
40,0.6296709537506103
41,0.6294727802276612
42,0.6291957378387452
43,0.6292738914489746
44,0.628983736038208
45,0.6287436962127686
46,0.6286434650421142
47,0.6284616470336915
48,0.6284430503845215
49,0.6281253814697265
