epoch,accuracy,num_predictions
0,49.91,727117
1,50.03,664404
2,50.14,648125
3,50.33,551224
4,50.3,624575
5,50.46,576448
6,50.66,550454
7,50.99,495836
8,51.09,469708
9,51.24,500789
10,51.64,437985
11,51.51,534411
12,51.96,501692
13,52.12,507044
14,51.95,528478
15,52.26,495376
16,52.72,431490
17,52.91,497455
18,53.0,502315
19,53.22,489893
20,53.48,455975
21,53.23,488406
22,53.34,479869
23,53.48,480679
24,53.68,444066
