epoch,loss
0,0.6932618424699113
1,0.6930630658123944
2,0.6930295927030546
3,0.6929885589324676
4,0.6929343283713401
5,0.692869994017455
6,0.692775417018581
7,0.6926303897892032
8,0.6924555323145412
9,0.6921690519865569
10,0.6918405756220087
11,0.6913854238149282
12,0.6908500602653435
13,0.6903270687068905
14,0.6897213222744228
15,0.6890287657041807
16,0.6884450826558981
17,0.6880381816142315
18,0.6872101517410966
19,0.6864377270947706
20,0.6858770009633657
21,0.6859631237682996
22,0.6855890772364162
23,0.6845367706573762
24,0.6840436093442075
