date,price,c_open,c_high,c_low,p_price,p_volume
2014-01-01,80.28,0.00037369207772797175,0.003114100647732876,-0.004982561036372735,,
2014-01-02,80.17,0.0036173132094299287,0.009542222776599774,-0.0006236746912809954,0.0013720843208182565,0.712823758137421
2014-01-05,79.76,0.01253761283851551,0.014794383149448143,-0.006770310932798451,0.005140421263791328,-0.2707045457889329
2014-01-06,79.45,0.003650094398992998,0.006544996853366847,-0.002894902454373849,0.003901825047199603,-0.10499402923215861
2014-01-07,79.2,-0.0008838383838384312,0.0035353535353535026,-0.013131313131313216,0.0031565656565657463,-0.18795161465517873
2014-01-08,79.3,0.002395964691046526,0.008701134930643173,-0.004413619167717431,-0.0012610340479192184,0.6846804564744968
2014-01-09,79.43,0.00604305677955419,0.01258970162407147,-0.0020143522598515817,-0.0016366612111293755,0.08378067327058236
2014-01-12,78.17,0.012025073557630828,0.017845720864781756,-0.0023026736599719433,0.016118715619803048,-0.09120962244240449
2014-01-13,79.29,-0.012233572960020367,0.00302686341278835,-0.012233572960020367,-0.014125362593013002,-0.00929339655371808
2014-01-14,79.81,-0.005638391179050295,0.0046360105249969585,-0.006139581506077074,-0.006515474251346909,-0.21788564469667315
2014-01-15,79.83,-0.0012526619065513778,0.005762244770136649,-0.004634849054240275,-0.00025053238131023114,0.6976900454767689
2014-01-16,79.88,-0.0028793189784676043,0.00638457686529792,-0.008512769153730448,-0.0006259389083624889,-0.205031675021216
2014-01-20,79.64,0.012682069311903632,0.020215971873430494,-0.002009040683073837,0.0030135610246107003,-0.5576784352076549
2014-01-21,77.85,0.023121387283237205,0.02440590879897253,-0.008606294155426908,0.02299293513166356,-0.2649201825759079
2014-01-22,76.2,0.010761154855642996,0.010761154855642996,-0.017979002624672002,0.021653543307086576,-0.0034597882675396763
2014-01-23,74.63,0.009513600428782132,0.015945330296127436,-0.001473938094600058,0.021037116441109616,0.06819848026442754
2014-01-26,74.38,0.004302231782737476,0.010621134713632685,-0.018552030115622342,0.0033611185802635557,0.23947435452706656
2014-01-27,75.22,-0.009571922361074181,0.005450678011167165,-0.012230789683594812,-0.011167242754586582,0.2015306738831033
2014-01-28,74.69,0.002945508100147265,0.018476368991832803,-0.002677734636497564,0.0070959967867183504,0.02744064061434104
2014-01-29,75.97,-0.011846781624325509,0.003290772673423703,-0.017762274582071913,-0.016848756087929462,-0.14444774832895713
2014-01-30,77.96,-0.00974858902001019,0.023088763468445572,-0.02193432529502304,-0.025525910723447898,-0.3523877479088401
2014-02-02,76.11,0.02627775587964787,0.03205886217317033,-0.0010511102351858925,0.024306924188674195,0.6829015993807914
2014-02-03,77.0,-0.00545454545454549,0.004805194805194812,-0.017792207792207804,-0.011558441558441546,0.17624552586348718
2014-02-04,77.82,-0.012978668722693265,0.00346954510408648,-0.022873297352865474,-0.010537136982780693,-0.18587064796090136
2014-02-05,78.12,-0.0033282130056324633,0.007283666154633828,-0.00691244239631339,-0.0038402457757298336,0.34544009653101004
2014-02-06,79.16,-0.007705912076806487,0.0017685699848408731,-0.01199974734714504,-0.013137948458817439,0.09002377227380776
2014-02-09,80.16,-0.013597804391217605,0.0021207584830340576,-0.014970059880239583,-0.012475049900199653,-0.077062421786805
2014-02-10,79.81,0.0023806540533768406,0.008520235559453582,-0.0037589274527001226,0.004385415361483513,-0.06989964669077098
2014-02-11,81.65,-0.02143294549908148,0.0026944274341702545,-0.02204531537048393,-0.022535211267605715,-0.006311570307138026
2014-02-12,82.48,-0.014064015518913786,0.007516973811833028,-0.017943743937924417,-0.010063045586808927,-0.06235651890348215
2014-02-13,82.84,-0.007242877836793893,0.0019314340898115567,-0.016296475132786203,-0.004345726702076336,1.168128871318944
2014-02-17,82.82,0.0039845447959432345,0.004105288577638255,-0.006218304757304782,0.00024148756339070765,-0.2725015507704296
2014-02-18,82.05,0.009506398537477256,0.016209628275441812,-0.0012187690432662324,0.009384521633150511,-0.2610630364207345
2014-02-19,82.81,-0.008694602101195548,0.0006037918125829655,-0.02185726361550544,-0.009177635551261942,0.23700555992480554
2014-02-20,84.34,-0.005216978894948987,0.004149869575527543,-0.011382499407161628,-0.018140858430163664,-0.35492641983767526
2014-02-23,84.09,0.0015459626590557107,0.012129860863360653,-0.002735164704483317,0.002973005113568794,0.16183959447910934
2014-02-24,85.78,-0.020401025880158574,0.004196782466775462,-0.021100489624621188,-0.01970156213569596,-0.273802312804589
2014-02-25,85.9,-0.0016298020954598202,0.006984866123399325,-0.006868451688009314,-0.0013969732246799094,0.3250076175596437
2014-02-26,86.81,-0.013938486349499013,0.00023038820412391026,-0.013938486349499013,-0.010482663287639582,-0.02261765175411068
2014-02-27,87.43,-0.004346334210225455,0.008120782340157673,-0.00857829120439213,-0.007091387395630866,0.0399560337646947
2014-03-02,87.16,-0.00711335474988517,0.008260670032124828,-0.009063790729692434,0.0030977512620469216,0.04204087403307599
2014-03-03,87.54,0.007767877541695167,0.008453278501256545,-0.0005711674663012589,-0.004340872743888613,0.11799825929791674
2014-03-04,87.33,0.0029772128707203915,0.0052673766174282655,-0.004923852055421896,0.0024046719340433675,0.1741827718605542
