date,price,c_open,c_high,c_low,p_price,p_volume
2014-01-01,29.49,0.026110545947779062,0.033570701932858604,-0.00915564598168872,,
2014-01-02,29.43,0.0054366292898402335,0.011043153244988169,-0.005776418620455304,0.0020387359836899765,0.7569368516928396
2014-01-05,29.28,0.008879781420765065,0.020491803278688492,-0.007513661202185884,0.0051229508196721785,-0.10687255925372952
2014-01-06,28.77,0.019812304483837417,0.023635731664928716,-0.01737921445950641,0.01772679874869665,-0.657663514224998
2014-01-07,28.21,0.02410492733073366,0.03473945409429291,-0.01382488479262678,0.01985111662531014,-0.15226260858985985
2014-01-08,28.0,0.007857142857142785,0.010714285714285676,-0.01821428571428574,0.007500000000000062,0.775179846866628
2014-01-09,27.86,0.005384063173007991,0.006460875807609456,-0.010768126346015872,0.005025125628140614,-0.033125566580101795
2014-01-12,27.69,0.003250270855904569,0.007222824124232474,-0.023835319609967542,0.006139400505597692,-0.42920711333138306
2014-01-13,27.49,0.010913059294288763,0.014550745725718572,-0.00036376864314291435,0.007275372862859397,0.8881386265674724
2014-01-14,27.49,-0.001091305929428743,0.00982175336486013,-0.0065478355765732354,0.0,-0.6975412317988947
2014-01-15,27.44,0.0018221574344021718,0.00838192419825079,-0.017492711370262426,0.0018221574344021718,1.1047281893731715
2014-01-16,27.51,0.0007270083605961375,0.01526717557251911,-0.0025445292620864812,-0.0025445292620864812,0.3024084065806727
2014-01-20,27.49,0.0025463805020007335,0.005820298290287296,-0.033830483812295364,0.0007275372862860507,0.050318931017266255
2014-01-21,27.87,-0.009329027628274145,0.00753857194115537,-0.009687836383207693,-0.013634732687477613,0.5460134058733355
2014-01-22,27.88,-0.0053802008608321295,0.0007173601147776321,-0.01757532281205154,-0.000358680057388705,-0.0456681728370697
2014-01-23,27.41,0.008391098139365116,0.013133892739875863,-0.008026267785479657,0.01714702663261569,-0.5444607901683824
2014-01-26,27.2,0.007352941176470562,0.022794117647058965,-0.0018382352941176405,0.007720588235294201,0.5678076418939322
2014-01-27,27.24,-0.002936857562408135,0.011013215859030812,-0.004919236417033623,-0.001468428781204123,0.36838856250890095
2014-01-28,26.74,0.012341062079282095,0.021316379955123477,-0.0007479431563200967,0.018698578908002972,0.07058186550392809
2014-01-29,26.73,0.005985783763561514,0.011223344556677839,-0.0033670033670033517,0.0003741114852224836,0.5644342942141496
2014-01-30,26.41,0.0011359333585763132,0.009844755774327973,-0.0037864445285876736,0.0121166224914806,-0.5810422061546281
2014-02-02,25.9,0.022393822393822482,0.025868725868726017,-0.005984555984555939,0.019691119691119807,-0.21349267941286776
2014-02-03,26.39,-0.011367942402425224,0.004926108374384119,-0.014778325123152691,-0.018567639257294544,0.6438671399315739
2014-02-04,26.45,-0.009451795841209809,0.002646502835538689,-0.010586011342154866,-0.0022684310018903364,0.21412994943796293
2014-02-05,27.01,-0.01962236208811552,0.00629396519807468,-0.020362828582006665,-0.020733061828952293,-0.19580229597791632
2014-02-06,26.74,0.01720269259536278,0.027299925205684472,-0.0037397157816004833,0.010097232610321694,-0.2271708536174848
2014-02-09,26.98,-0.004447739065974843,0.015937731653076437,-0.007783543365455947,-0.008895478131949686,-0.13718207463624743
2014-02-10,27.12,-0.005162241887905594,0.008112094395280156,-0.00553097345132747,-0.005162241887905594,1.040271658009837
2014-02-11,27.18,-0.0003679175864605977,0.0033112582781456013,-0.008830022075055122,-0.002207505518763697,0.25456086737224015
2014-02-12,27.61,-0.019920318725099584,0.0007243752263672576,-0.022093444404201357,-0.015574067366896038,0.2359073217494252
2014-02-13,28.01,-0.015351660121385335,0.002856122813280848,-0.0185647982863264,-0.014280614066404906,-0.0395728371434062
2014-02-17,28.26,-0.008492569002123251,0.0031847133757960666,-0.013800424628450103,-0.008846426043878308,-0.19883317196807304
2014-02-18,28.31,-0.00635817732250088,0.009537265983751375,-0.00635817732250088,-0.0017661603673612136,0.14072668786042652
2014-02-19,28.3,0.00017667844522972764,0.003886925795052898,-0.007067137809187218,0.00035335689045923324,-0.0667737124045471
2014-02-20,28.61,-0.009087731562390733,0.004194337644180424,-0.01572876616567631,-0.010835372247465891,-0.20070817439308897
2014-02-23,28.62,0.0010482180293500676,0.01991614255765195,-0.0031446540880503138,-0.00034940600978339287,-0.038962092006518456
2014-02-24,28.8,-0.007291666666666696,0.003472222222222099,-0.010763888888889017,-0.006249999999999978,0.19034282849002127
2014-02-25,28.53,0.013669821240799074,0.016473887136347676,-0.003505082369435697,0.009463722397476282,0.29740177368828813
2014-02-26,28.41,0.0035198873636044237,0.017951425554382228,-0.004223864836325308,0.004223864836325308,-0.5305217927454702
2014-02-27,27.2,0.06066176470588247,0.06948529411764715,-0.002941176470588225,0.04448529411764701,-0.35795703531127365
2014-03-02,27.45,-0.02003642987249543,0.004371584699453646,-0.030236794171220382,-0.00910746812386154,0.5130502532138683
2014-03-03,27.67,-0.0025298156848572173,0.01011926273942887,-0.006505240332490225,-0.007950849295265683,0.49919774575257714
2014-03-04,27.63,0.0032573289902280145,0.010133912414042712,-0.003981179876945351,0.001447701773434673,0.6040583347941968
2014-03-05,27.52,0.005087209302325535,0.00545058139534893,-0.006904069767441956,0.003997093023255793,-0.1279918445399506
2014-03-06,27.81,-0.008629989212513456,0.010967277957569133,-0.010068320747932291,-0.010427903631787139,-0.5431411475985197
2014-03-09,28.12,-0.012446657183499354,0.001955903271692705,-0.012446657183499354,-0.011024182076813771,0.4822027617927389
2014-03-10,27.61,0.019195943498732326,0.025715320536037645,-0.003259688518652659,0.01847156827236507,-0.23233407095323033
2014-03-11,27.82,-0.012221423436376666,0.0,-0.01833213515456511,-0.007548526240115039,0.8576656336502588
2014-03-12,27.58,0.010514865844815091,0.016279912980420752,-0.00398839738941259,0.008701957940536742,-0.20210181688325524
