epoch,loss
0,6.29
1,36.81
2,50.51
3,46.72
4,49.96
5,50.26
6,48.05
7,49.81
8,50.15
9,47.64
10,50.77
11,53.54
12,52.56
13,53.83
14,53.52
15,55.74
16,54.91
17,53.49
18,53.04
19,53.99
20,55.56
21,56.48
22,55.29
23,56.01
24,56.67
25,57.12
26,56.83
27,56.2
28,55.85
29,56.61
30,57.26
31,59.55
32,58.32
33,56.16
34,57.66
35,57.95
36,58.16
37,58.02
38,57.95
39,57.81
40,57.9
41,58.99
42,59.08
43,57.5
44,58.11
45,59.42
46,59.27
47,58.7
48,58.98
49,58.31
