epoch,accuracy,num_predictions
0,55.39,148363
1,58.68,152901
2,56.89,223540
3,58.0,201310
4,57.32,221247
5,56.85,241437
6,57.57,223889
7,57.79,222644
8,57.71,229800
9,57.73,238885
10,58.44,230192
11,58.73,228552
12,59.48,221352
13,59.82,223902
14,60.73,215577
15,61.13,214463
16,61.21,220877
17,61.4,224411
18,61.64,227185
19,61.94,228496
20,61.9,234222
21,61.54,241576
22,61.57,244512
23,62.53,233872
24,64.06,214142
