epoch,accuracy,num_predictions
0,50.79,63
1,53.12,2967
2,53.5,4146
3,52.75,9032
4,52.97,12702
5,54.99,9864
6,51.45,43014
7,54.47,30888
8,53.36,42042
9,54.6,36798
10,55.18,37497
11,55.21,40320
12,55.25,43064
13,55.37,45718
14,55.87,47182
15,56.5,46749
16,57.06,46631
17,56.96,50366
18,57.17,52906
19,57.45,54152
20,57.74,53525
21,58.26,53873
22,58.64,54491
23,59.47,51949
24,59.4,54941
25,60.34,53181
26,60.11,56230
27,59.99,59078
28,59.94,60668
29,60.76,58611
30,60.96,59731
31,61.07,59436
32,61.75,57206
33,62.36,56468
34,62.27,58353
35,62.14,60503
36,62.38,60701
37,63.07,58786
38,63.31,58653
39,63.49,59083
40,63.65,58955
41,64.18,57571
42,64.52,57181
43,64.79,56386
44,64.12,59186
45,63.21,62598
46,63.61,62095
47,64.21,60346
48,64.11,60534
49,64.17,60954
