epoch,loss
0,0.6805736541748046
1,0.6763256072998047
2,0.6756735483805338
3,0.6749618530273438
4,0.6736765543619792
5,0.671817398071289
6,0.6686678568522135
7,0.6666894276936849
8,0.664721425374349
9,0.6636559804280598
10,0.6620966593424479
11,0.6613707860310872
12,0.6605752309163412
13,0.6594529469807943
14,0.6582542419433594
15,0.6568044026692709
16,0.6556650161743164
17,0.6542493820190429
18,0.6529177347819011
19,0.651085090637207
20,0.6493550618489583
21,0.6477704366048177
22,0.6461390813191732
23,0.644387690226237
24,0.6425486882527669
25,0.6408994674682618
26,0.6390823364257813
27,0.6376028696695963
28,0.63607177734375
29,0.6342503865559895
30,0.6327878952026367
31,0.6317811330159505
32,0.6307655970255533
33,0.6293005625406901
34,0.6276004155476888
35,0.6259773890177409
36,0.6244604746500652
37,0.6229406992594401
38,0.6216073989868164
39,0.6204524358113607
40,0.6195580164591471
41,0.6184952418009441
42,0.6177560170491536
43,0.6173811594645182
44,0.6165396372477213
45,0.6153525034586589
46,0.6146828969319661
47,0.614079475402832
48,0.6133488972981771
49,0.6128953297932943
