date,pricec_open,c_high,c_low,p_price,p_volume,p_5_SMA,vol_5_SMA,p_10_SMA,vol_10_SMA,p_20_SMA,vol_20_SMA,p_30_SMA,vol_30_SMA
2014-01-01,3.9808,0.027431672025723497,0.0374799035369775,0.0,,,,,,,,,,
2014-01-02,4.07,-0.009828009828009798,0.00933660933660918,-0.009828009828009798,-0.021916461916462016,0.6157047946850236,,,,,,,,
2014-01-05,4.025,0.006211180124223503,0.006211180124223503,-0.001242236024844967,0.011180124223602483,0.08634782608695657,,,,,,,,
2014-01-06,4.04,-0.007425742574257432,0.0,-0.031435643564356464,-0.003712871287128605,-0.04190619011913688,,,,,,,,
2014-01-07,4.01,0.009975062344139696,0.012468827930174564,-0.02244389027431415,0.007481296758104827,-0.4002997751686236,,,,,,,,
2014-01-08,4.03,-0.002481389578163906,0.007444168734491052,-0.00992555831265507,-0.004962779156327701,1.3981548046968606,-0.0012009925558313927,0.8259285885454111,,,,,,
2014-01-09,4.02,0.004950248756219189,0.009850746268656785,-0.007213930348258568,0.0024875621890549926,-0.4202958949781205,0.003731343283582156,-0.10596652080294511,,,,,,
2014-01-12,4.05,-0.014790123456790094,0.0,-0.014814814814814725,-0.007407407407407418,1.3570726915520628,-0.006172839506172756,1.169646365422397,,,,,,
2014-01-13,4.05,-0.007407407407407418,0.0024691358024691024,-0.007407407407407418,0.0,-0.225953618045875,-0.004938271604938205,0.5427448992523127,,,,,,
2014-01-14,4.02,-0.007462686567163979,0.007462686567164312,-0.03482587064676612,0.007462686567164312,-0.6605729525120441,0.0029850746268660355,-0.5117257398485892,,,,,,
2014-01-15,4.04,-0.027227722772277252,0.0,-0.04950495049504955,-0.004950495049505066,0.3127046866177301,-0.0014851485148513754,-0.32252964426877473,-0.002579207920792026,-0.23102202145680406,,,,
2014-01-16,4.02,0.0,0.004975124378109541,-0.004726368159203798,0.004975124378109541,2.3541666666666665,0.003980099502487677,1.6270454545454545,0.0038557213930348055,1.5324053030303033,,,,
2014-01-20,4.025,-0.001242236024844967,0.006211180124223503,-0.021118012422360333,-0.001242236024844967,-0.5708014956917574,0.0027329192546583503,-0.020695821817590665,0.001366459627328842,0.028271825719395238,,,,
2014-01-21,4.0,0.0024999999999999467,0.017474999999999907,0.0,0.006250000000000089,-0.4313317616604262,0.007750000000000146,-0.3858364535663107,0.007624999999999771,-0.41154717330005086,,,,
2014-01-22,4.0,0.0,0.010000000000000009,-0.022499999999999964,0.0,0.07434445768772346,0.005249999999999977,-0.20368494239173618,0.006624999999999881,-0.31997417560588004,,,,
2014-01-23,4.0,-0.0024999999999999467,0.004999999999999893,-0.0024999999999999467,0.0,6.4138438880706925,0.004250000000000087,4.67459499263623,0.0063749999999997975,4.046060382916053,,,,
2014-01-26,3.99,0.0,0.010025062656641603,0.0,0.0025062656641603454,-0.6544089578826823,0.004761904761904745,0.5795139330703651,0.008145363408521122,0.6722356533910168,,,,
2014-01-27,4.0,-0.007499999999999951,0.0012499999999999734,-0.007499999999999951,-0.0024999999999999467,1.6631650288037951,0.0007500000000000284,3.3812944764486614,0.004874999999999963,3.2318874957641475,,,,
2014-01-28,3.97,0.005037783375314797,0.007556675062972307,-0.017632241813602123,0.007556675062972307,-0.6167532467532468,0.007052896725440849,0.4362337662337663,0.011209068010075596,0.580857142857143,,,,
2014-01-29,3.9999,-0.0024750618765467802,2.5000625015758615e-05,-0.017475436885922013,-0.007475186879671858,2.80811078140455,-0.0019750493762343835,3.091196834817013,0.001650041251031631,5.0106330365974285,,,,
2014-01-30,3.97,0.007556675062972307,0.007556675062972307,-0.015088161209068085,0.007531486146095556,-0.8167150108774475,0.005536523929471127,-0.578535170413343,0.008687657430730411,-0.09074510514865852,0.011847607052896336,0.07185913705583746,,
2014-02-02,3.93,0.010178117048346147,0.010178117048346147,-0.0025445292620865922,0.010178117048346147,-0.10519912401654641,0.01424427480916024,-0.4879714494281775,0.0171730279898219,-0.24056290047854645,0.022008905852417104,-0.07801930407981184,,
2014-02-03,3.948,0.0005065856129686797,0.008105369807497542,-0.0020263424518743856,-0.004559270516717229,1.271789202137461,0.006580547112462032,0.327952828450341,0.010255825734549084,0.8551686014372581,0.015576241134751534,1.0930348258706468,,
2014-02-04,3.97,-0.007556675062972307,0.0037783375314861534,-0.007556675062972307,-0.005541561712846366,-0.014884734071519357,-0.0016171284634760585,0.3980758758395353,0.0027178841309822843,0.7027591214376474,0.008978589420654659,1.0067616627337084,,
2014-02-05,3.96,-0.005050505050505083,0.0012626262626262985,-0.005050505050505083,0.002525252525252597,-0.06627118644067798,0.0009040404040405736,0.2311525423728813,0.004492424242424242,0.3166271186440679,0.010642676767676384,0.818737288135593,,
2014-02-06,3.93,0.0025445292620864812,0.011450381679389388,-0.0025445292620865922,0.007633587786259444,0.0678733031674208,0.006513994910941623,0.45509502262443435,0.01114249363867681,0.14832579185520367,0.017721374045801097,0.8144434389140269,,
2014-02-09,3.95,0.007569620253164544,0.007569620253164544,0.0,-0.005063291139240533,16.708333333333332,-0.0006075949367088107,21.237179487179485,0.004250632911392271,20.235256410256408,0.01130253164556927,30.678685897435898,,
2014-02-10,3.94,-0.0025380710659898,0.002538071065989911,-0.0025380710659898,0.002538071065989911,-0.8713402061855671,0.00294416243654827,0.869938144329897,0.005784263959390801,1.4209072164948453,0.012980964467004696,2.785360824742268,,
2014-02-11,3.93,0.007633587786259444,0.007633587786259444,0.0,0.0025445292620864812,-0.42261904761904767,0.0050890585241731845,-0.06328571428571428,0.0068167938931296135,0.3852619047619048,0.014159033078880112,1.14175,,
2014-02-12,3.96,-0.007575757575757569,0.002525252525252597,-0.007575757575757569,-0.007575757575757569,-0.016393442622950838,-0.004545454545454297,-0.13995316159250581,-0.0018207070707072504,0.2805854800936769,0.004960858585858485,1.0634192037470722,,
2014-02-13,3.94,0.002538071065989911,0.010126903553299593,0.0,0.0050761421319796,-0.3889524899828277,0.0005076142131983374,-0.5211219232970807,0.002233502538071086,-0.18533199771036069,0.009300761421319637,0.12505724098454496,0.013779187817258842,0.3996565540927304
2014-02-17,3.95,-0.0025316455696202667,0.005063291139240533,-0.005063291139240533,-0.0025316455696202667,-0.7331602260577363,-0.0015189873417719157,-0.8610432259049947,-0.0010632911392406408,-0.7980563616923781,0.0054797468354426115,-0.720261188330533,0.01086835443037959,-0.6433137314800672
2014-02-18,3.94,0.0,0.0076142131979695105,-0.0025380710659898,0.002538071065989911,1.3371709058456047,0.0010152284263962308,-0.2133690316822846,0.0019796954314721393,-0.40433734939759036,0.007143401015228257,-0.252904953145917,0.012418781725888284,-0.12562248995983938
2014-02-19,3.94,-0.0025380710659898,0.006598984771573724,-0.0025380710659898,0.0,0.22352041930552513,0.0010152284263962308,0.1542039746669579,0.0017766497461928488,-0.2081022057217733,0.006064720812182456,-0.0919032539855863,0.01169966159052449,0.06874499526825373
2014-02-20,3.95,-0.0034936708860759946,0.005063291139240533,-0.0034936708860759946,-0.0025316455696202667,1.5724719101123594,-0.0010126582278477958,2.247696629213483,-0.0015189873417722488,1.1396348314606741,0.0027582278481008693,1.1608426966292136,0.008294514767932082,1.7226779026217227
2014-02-23,3.93,0.0,0.008905852417302684,-0.0025445292620865922,0.0050890585241729624,-0.051930758988016024,0.003562340966921429,2.041225033288948,0.00330788804071247,0.9662050599201066,0.0072251908396943065,0.8279094540612517,0.012916878710771629,1.4352152685308477
2014-02-24,3.93,0.0,0.007633587786259444,-0.0025445292620865922,0.0,-0.14755959137343932,0.003053435114504177,1.4456753688989785,0.00330788804071247,0.6358910329171397,0.00633460559796406,0.569977298524404,0.012068702290076061,1.0411350737797957
2014-02-25,3.95,-0.0075949367088608,0.0025316455696202667,-0.010126582278481067,-0.005063291139240533,-0.6477409036385446,-0.0030379746835439425,-0.4868772491003598,-0.002278481012658262,-0.39101159536185526,0.00047974683544294017,-0.4607716913234706,0.006184810126582008,-0.3076262828202052
2014-02-26,3.94,0.002538071065989911,0.010152284263959421,-0.0076142131979695105,0.002538071065989911,-0.1315369122855754,6.661338147750939e-16,-0.5363150218765191,0.0005076142131981154,-0.4011111882769637,0.002384517766497396,-0.4985242030696576,0.007892554991539624,-0.38389008495960364
2014-02-27,3.94,-0.005076142131979711,0.009898477157360475,-0.017766497461928932,0.0,0.39728287239204274,6.661338147750939e-16,-0.25038330907326534,0.0007614213197970621,-0.06421154779233385,0.002003807106599087,-0.26679281901989327,0.006961928934010153,-0.11806889859291614
2014-03-02,3.91,0.010230179028132946,0.010230179028132946,0.0,0.007672634271099765,1.8302664103268333,0.007161125319693706,1.4921175501235924,0.007928388746802906,1.8142817907168358,0.00892583120204593,1.1889178797033781,0.014005967604432845,1.377606884555525
2014-03-03,3.77,0.037135278514588865,0.039787798408488007,0.0,0.037135278514588865,-0.833134738771769,0.043501326259947515,-0.5851970669110907,0.04456233421750655,-0.5457332722273144,0.045596816976127164,-0.6516819431714024,0.050511936339522556,-0.6247525206232813
2014-03-04,3.87,-0.012919896640826933,0.015503875968992276,-0.025839793281653756,-0.025839793281653756,1.4185324761693638,0.008268733850129717,0.38927067169142093,0.012919896640826822,0.050243848370649546,0.016511627906976578,-0.10498226557304358,0.021213608957795005,-0.03134190497302891
2014-03-05,3.85,0.0028571428571428914,0.010389610389610393,-0.007792207792207906,0.0051948051948051965,0.45281803542673105,0.009350649350650109,0.9061835748792271,0.016363636363636136,0.49066022544283405,0.020779220779220786,0.32924315619967803,0.025176623376623297,0.38967793880837354
2014-03-06,3.92,-0.017857142857142794,0.007653061224489832,-0.017857142857142794,-0.017857142857142794,-0.5906394199077125,-0.01326530612244825,-0.3276466710613052,-0.004081632653061273,-0.409215557020435,0.0010204081632652073,-0.4535497692814766,0.005594387755101904,-0.46500988793671716
