date,pricec_open,c_high,c_low,p_price,p_volume,p_5_SMA,vol_5_SMA,p_10_SMA,vol_10_SMA,p_20_SMA,vol_20_SMA,p_30_SMA,vol_30_SMA
2017-06-18,54.46,-0.008446566287183321,0.010466397355857415,-0.012118986412045563,,,,,,,,,,
2017-06-19,53.81,0.013566251626091708,0.020256457907452008,-0.00037167812674232525,0.01207953911912285,-0.17102180835925718,,,,,,,,
2017-06-20,55.09,-0.020874931929569907,0.0014521691777091839,-0.02178253766563809,-0.023234706843347275,0.6536755033223949,,,,,,,,
2017-06-21,54.56,0.003482404692082053,0.016312316715542563,-0.00256598240469208,0.009714076246334358,0.6647455713294426,,,,,,,,
2017-06-22,54.73,-0.0043851635300565794,0.004750593824228044,-0.005116024118399287,-0.00310615750045673,0.3402927366586197,,,,,,,,
2017-06-25,54.31,0.01970171239182461,0.023752531762106344,-0.006260357208617284,0.007733382434174096,-0.4331854529041542,0.004050819370281733,0.28327098591613775,,,,,,
2017-06-26,53.64,0.014914243102162494,0.020320656226696432,-0.0020507084265473097,0.012490678598061189,0.33450674254557566,0.016032811334824704,0.5166997726393601,,,,,,
2017-06-27,54.95,-0.015650591446769835,0.0027297543221109777,-0.02156505914467699,-0.02383985441310288,0.15996792299993667,-0.008808007279345054,0.343822949350556,,,,,,
2017-06-28,54.3,0.003499079189686949,0.011418047882136406,-0.021546961325966785,0.011970534069981609,0.2267814342588652,0.0025414364640885534,0.4135892298886923,,,,,,
2017-06-29,54.48,-0.002753303964757703,0.004588839941262801,-0.00743392070484572,-0.0033039647577092213,0.3554132874691538,-0.0017254038179147502,0.7959906232225931,,,,,,
2017-07-02,54.45,0.01157024793388417,0.014692378328741817,-0.007438016528925617,0.000550964187327807,0.935734745171662,-0.0020936639118458444,2.2988722107931943,-0.0003122130394856981,3.846416041969146,,,,
2017-07-04,55.62,-0.020136641495864804,0.003955411722402102,-0.024991010427903637,-0.021035598705501535,-0.4829017717050914,-0.02258180510607699,0.293967225139951,-0.021359223300970842,1.1110926945588409,,,,
2017-07-05,54.53,0.009536035209976035,0.012286814597469276,-0.0022006235099946148,0.01998899688245004,0.474924669295951,0.0042178617274895025,0.6339761129657797,0.0015220979277461577,1.4664402257094236,,,,
2017-07-06,54.55,0.0018331805682860747,0.0065994500458295136,-0.004401466544454613,-0.0003666361136571705,1.1534776812360574,0.002309807516040374,1.8921270969487236,0.00012832263977990976,3.491812340762295,,,,
2017-07-09,54.8,-0.0094890510948904,0.003284671532846728,-0.00967153284671518,-0.0045620437956204185,-0.33336767209603324,-0.001350364963503603,0.4867759263661664,-0.00445255474452555,1.6466104039247047,,,,
2017-07-10,55.25,-0.008868778280543,0.0018099547511312153,-0.011945701357465976,-0.00814479638009058,-0.591756848681554,-0.008325791855203657,-0.4844324035103662,-0.012434389140271729,-0.004950484566883628,,,,
2017-07-11,56.34,-0.012069577564785328,0.004082357117500823,-0.012069577564785328,-0.01934682286119993,0.7478692574558641,-0.02467163649272275,0.0944659208846439,-0.029872204472843555,0.5247351018512159,,,,
2017-07-12,56.46,-0.0003542330853701925,0.0038965639390717843,-0.007084661707403406,-0.002125398512221044,0.5332678107632511,-0.02419411973078267,0.5214520999537084,-0.027151965993623794,1.0439082400280375,,,,
2017-07-13,57.23,-0.012056613664162108,0.0031452035645640475,-0.012231347195526765,-0.013454481915079475,-0.1388908558442895,-0.030578367988816968,0.2118621663229836,-0.03760265594967671,0.5141233933336424,,,,
2017-07-16,57.51,0.002956007650843251,0.00643366371065901,-0.006607546513649698,-0.0048687184837419295,-0.35992192656440103,-0.025978090766823003,-0.1766974919364951,-0.03719353155972882,-0.1400654608600358,,,,
2017-07-17,58.48,-0.023084815321477326,0.004531463748290054,-0.02992476060191518,-0.016586867305061537,-0.030996766951823962,-0.03286593707250329,-0.12528365469008074,-0.04798221614227094,-0.19366511424414434,-0.058592681258549884,0.9534918351536914,,
2017-07-18,58.36,0.015592871830020671,0.016620973269362516,-0.0029129540781357433,0.0020562028786839104,-0.17920689074946972,-0.0198080877313227,-0.3528473185742751,-0.039119259766963954,-0.30859942048067235,-0.05321281699794389,0.41763872075467656,,
2017-07-19,58.45,0.0001710863986312816,0.002224123182206883,-0.0073567151411462195,-0.0015397775876818676,-0.008478853739459002,-0.014405474764756176,-0.29332097135970214,-0.03591103507271198,-0.3160014854466652,-0.050778443113772664,0.1839084947496632,,
2017-07-20,58.16,0.0005158184319120629,0.004126547455295837,-0.00687757909215958,0.004986244841815868,-0.008536787781116772,-0.0026478679504812197,-0.1872514509708727,-0.024363823933975293,-0.29038069318263904,-0.043156808803301194,0.060724820835015514,,
2017-07-23,58.15,0.0022355975924333027,0.006018916595012858,-0.0022355975924333027,0.0001719690455717071,1.405698154998837,0.0007222699914017916,1.195575570744292,-0.01798796216680998,0.8720857027526574,-0.03989681857265681,1.437025560040028,,
2017-07-24,58.07,-0.0015498536249354267,0.00508007577062175,-0.0035302221456862126,0.0013776476666091941,0.12468118398907979,0.004305148958154037,1.2711635934324668,-0.010866195970380632,1.09039869845259,-0.035629412777681946,1.599878906587445,,
2017-07-25,58.9,-0.01612903225806439,0.0022071307300510767,-0.01646859083191854,-0.0140916808149405,-0.4003311713266031,-0.011239388794566763,0.2200468136792053,-0.020016977928692614,0.1261275953816774,-0.04602716468590817,0.38038567645435784,,
2017-07-26,58.43,0.020195105254150247,0.030549375320896965,-0.014889611500941258,0.008043813109703812,-0.3515559382687211,-0.0014376176621597736,-0.28603270196381647,-0.007752866678076398,-0.27444347733796337,-0.03385247304466865,-0.17386592140040935,,
2017-07-27,59.2,-0.018412162162162238,0.007432432432432412,-0.020608108108108203,-0.013006756756756777,0.42990404604291066,-0.014493243243243192,0.008575372868032893,-0.01733108108108128,0.11563450799644692,-0.04347972972972958,0.12780194156236235,,
2017-07-30,58.4,0.022260273972602773,0.02551369863013697,-0.0056506849315067775,0.013698630136986356,-0.12868332905420343,0.0025684931506850806,-0.20910875866152778,-0.0004965753424658326,-0.006398006568587911,-0.02618150684931475,-0.06253214912742855,,
2017-07-31,58.5,0.0017094017094017033,0.00512820512820511,-0.00666666666666671,-0.0017094017094017033,0.6180119823746233,0.0017094017094019254,0.42695126607355127,-0.0006837606837607479,0.60363356505661,-0.024495726495726178,0.49176571936270097,-0.039504273504273435,1.763245670696811
2017-08-01,57.66,0.02237252861602501,0.027575442247658843,-0.013180714533472027,0.014568158168574374,-0.2876653702687849,0.017793964620187674,0.047256995528205614,0.013909122441900568,0.09165385919979796,-0.006772459243842954,0.0592573482360077,-0.023176089721354876,0.7675259885383077
2017-08-02,58.15,-0.004815133276010353,0.0030954428202922823,-0.01754084264832323,-0.00842648323301809,0.23687771575968908,0.004952708512467874,0.31235980872419744,0.004161650902837266,0.29023033154218547,-0.013387790197763927,0.27873942839830423,-0.0292003439380909,0.8923667891090197
2017-08-03,58.51,-0.001367287643137871,0.0010254657323534033,-0.008484019825670819,-0.006152794394120642,-0.35521637239108395,-0.002187660229020616,-0.25389944760832395,-0.002529482139805417,-0.22306172836811522,-0.016364723978806506,-0.18402757552124438,-0.03343018287472199,0.11101063726507299
2017-08-06,60.03,-0.01965683824754294,0.0021655838747292044,-0.02121772447109771,-0.025320672996834936,0.3231496088574739,-0.029751790771280984,0.039888379077936076,-0.02720306513409998,0.000896793966983056,-0.03797268032650292,0.1207566811908638,-0.05571103337220251,0.4102974632593164
2017-08-07,59.86,-0.001503508185766722,0.009689274974941542,-0.004009355162044814,0.002839959906448364,0.3168205284224337,-0.02155028399599046,0.31239929264791155,-0.021299699298363173,0.36241883039712497,-0.030872034747744137,0.4921856727926146,-0.0500779596837061,0.7989803925297028
2017-08-08,59.77,-0.009034632758909256,0.003011544252969678,-0.01171156098377113,0.001505772126484839,0.3699019079850925,-0.015526183704199337,0.8006448298025721,-0.01683118621382007,0.8970788597804504,-0.025556299146728745,0.9465717612475653,-0.04555239529306765,1.263518221011258
2017-08-09,58.03,0.019645011201102847,0.025504049629502035,-0.0027571945545408205,0.029984490780630813,-0.3051981222781517,0.021264863001895673,0.1255328544765566,0.01414785455798695,0.2644202929698547,0.006617266930898369,0.3212061874328376,-0.01341260267677613,0.4674808136794675
2017-08-10,57.92,-0.0024171270718231774,0.005395372928176823,-0.018646408839778972,0.0018991712707181474,-0.20391141944291358,0.02279005524861888,-0.11501010362974251,0.015383287292817238,-0.06499538943099092,0.009884323204420342,0.05732559081920452,-0.009766344383056902,0.10667629603214901
2017-08-13,58.87,-0.0028877187022251505,0.0025479870901987667,-0.00628503482249021,-0.01613725157125867,-0.2506328334906982,0.004280618311534257,-0.38481059262582307,-0.0031764905724481762,-0.30363790857506245,-0.005826397146253881,-0.20003472554002066,-0.02369627993884804,-0.19953209370488356
2017-08-14,59.99,-0.011835305884314029,0.002417069511585268,-0.020003333888981567,-0.018669778296382833,-0.057726362475759685,-0.0183363893982329,-0.37277796634331883,-0.021003500583431034,-0.33529810855550746,-0.023253875645940614,-0.24301085743287854,-0.03948435850419496,-0.2517448784108337
2017-08-15,60.65,-0.003627370156636389,0.0032976092333059093,-0.007254740313272889,-0.010882110469909279,0.02917378929311054,-0.028590272052761545,-0.2587739087608403,-0.029200329760923682,-0.26749339086142543,-0.0326380873866442,-0.2161053048881123,-0.04689200329760901,-0.21550147892795424
2017-08-16,62.2,0.013665594855305274,0.020257234726688056,-0.0017684887459806786,-0.024919614147909996,-0.35955762069195596,-0.0499678456591639,-0.44868536152683747,-0.048585209003215835,-0.5158311598437704,-0.054903536977491396,-0.5023283664109444,-0.06794748124330097,-0.5008624777635728
2017-08-17,63.07,-0.011257333121928004,0.00998890122086582,-0.016093229744728044,-0.013794196924052593,-0.08293332833166933,-0.04984937371174869,-0.37895116336346735,-0.055287775487553814,-0.5006113534902441,-0.06496749643253463,-0.531405909322497,-0.07675070028011177,-0.5270071047201872
2017-08-20,63.6,-0.007075471698113289,0.0062893081761006275,-0.011006289308176154,-0.008333333333333304,1.8316812114341636,-0.04157232704402514,1.0832268052098217,-0.05599056603773611,0.5377142207861749,-0.06889937106918187,0.37236574713784565,-0.07997903563941278,0.413611808383463
2017-08-21,65.42,-0.025374503210027544,0.0015285845307244639,-0.02545093243656371,-0.027820238459186797,-0.18359793305494942,-0.053775603790889526,0.6006860199010455,-0.0767960868236015,0.2385804271435279,-0.09063741974931183,0.1286003694172031,-0.10109039029858324,0.15662096991741237
2017-08-22,65.82,-0.012306289881494847,0.0027347310847767314,-0.01792768155575797,-0.006077180188392428,0.3620250725760894,-0.043026435733819146,1.0719230134337776,-0.0739592828927379,0.7213475117910428,-0.09058037070799096,0.5657770034607068,-0.10140281576015364,0.5384474243495825
2017-08-23,65.5,0.00854961832061063,0.010685496183206133,-0.002442748091603053,0.004885496183206106,0.01867982982248728,-0.022564885496183074,0.937587015026758,-0.06019847328244288,0.7796457141870892,-0.08085496183206076,0.5788487005534098,-0.09218829516539406,0.5531757962636723
2017-08-24,64.51,0.013951325375910484,0.016276546271895675,-0.0038753681599752454,0.015346457913501643,-0.31735815088942143,0.0026662532940628925,0.05760508092703276,-0.03419624864362125,0.20872584989290188,-0.06126957060920768,0.041270245223334,-0.0735854906216088,0.06166228882068814
2017-08-27,63.53,0.014166535495041765,0.014166535495041765,-0.006296237997796328,0.015425783094600964,0.0671565909417895,0.02266645679206669,-0.1252670056764471,-0.008924917361876283,0.2968836031096074,-0.04260979065008641,0.11182915839753305,-0.0554751036255835,0.14206664605856978
2017-08-28,63.17,-0.013772360297609643,0.008706664555960142,-0.016938420136140553,0.005698907709355661,0.5507590720833668,0.028272914358081103,0.4107212960505078,0.004100047490897429,0.9598424225238968,-0.0330932404622446,0.7078740828615973,-0.046915730040630876,0.7586433310576353
2017-08-29,64.16,-0.007948877805486254,0.006546134663341752,-0.008260598503740502,-0.01543017456359097,-0.32117388416319403,0.005392768079800492,-0.11940282477788955,-0.0064370324189526595,0.24959060820061785,-0.04437344139650856,0.15391962182003538,-0.0591853699085616,0.17152270025829286
2017-08-30,64.08,0.0065543071161049404,0.010611735330836591,-0.003823345817727808,0.0012484394506866447,0.43850757700628695,0.0014669163545568686,0.329695108251884,0.00028089887640425637,0.7335758454058976,-0.03810861423220957,0.6523402170205612,-0.05499375780274618,0.6544722841920898
2017-08-31,64.05,0.0018735362997659433,0.005152224824355844,-0.0029664324746291326,0.00046838407494154133,0.6777556653924031,-0.0024980483996877023,1.1962901086143534,0.0036846213895391777,1.5318686223121931,-0.03302888368462131,1.748263749292097,-0.0516211293260469,1.698519301739445
2017-09-04,63.86,-0.005167554024428367,0.006890072032571304,-0.009082367679298486,0.0029752583777011843,-0.33146797037669795,-0.0009708737864076999,0.23948325490225986,0.008205449420607414,0.36260932173011073,-0.0258142812402129,0.758909566557092,-0.04572502348888163,0.7365116502558862
2017-09-05,63.32,0.006159191408717568,0.015140555906506536,-0.006632975363234372,0.008528111181301368,-0.32776188128436734,0.008591282375236764,-0.26068398855780617,0.017214150347441226,-0.11099695077182303,-0.014481996209728343,0.15920711863934045,-0.03458096441356051,0.16465852664116487
2017-09-06,64.02,-0.007185254607934954,0.002499218994064467,-0.013277100905966788,-0.010934083099031433,0.23625762901632585,-0.0019681349578257734,-0.02081050628880421,0.002811621368322248,0.07998951358872564,-0.022555451421430783,0.44155635989688036,-0.042403415599291616,0.45343786615390735
2017-09-07,63.58,0.002201950298836186,0.011945580371185871,-0.0012582573136206143,0.006920415224913379,0.19580634989934276,0.0044982698961937295,0.08939181158893006,0.006920415224913157,0.28577742608358214,-0.012448883296634183,0.7370555616192485,-0.03309216734822262,0.722875484084827
2017-09-10,65.14,-0.0069081977279705775,0.001842186060792228,-0.011360147374884777,-0.023948418790297854,-0.3963866871706916,-0.021093030396070023,-0.3562711223574577,-0.020141234264660857,-0.237749348360346,-0.03183911575069087,0.03824384966179517,-0.05361273155255353,0.008859572500962143
2017-09-11,65.36,-0.0009179926560587415,0.004130966952264226,-0.004589963280293707,-0.0033659730722154224,-0.18102474329709795,-0.021052631578947434,-0.374693222983434,-0.02247552019583865,-0.382884514793671,-0.02957466340269277,-0.15036468973083472,-0.05376886984904106,-0.17580107342354967
2017-09-12,66.52,-0.016837041491280624,0.002856283824413719,-0.016837041491280624,-0.01743836440168367,-0.3799642927769261,-0.0336139506915214,-0.5492016428445045,-0.0367708959711367,-0.6071002675625564,-0.04161906193625975,-0.4766221816347559,-0.06678192022449381,-0.48917174247481854
2017-09-13,66.08,0.0027239709443100946,0.012484866828087249,-0.005447941888619856,0.006658595641646503,-0.06129946740793735,-0.017493946731234944,-0.4741646005542084,-0.025287530266343894,-0.5686323216579006,-0.030296610169491478,-0.496067582159047,-0.056522397094430965,-0.5013044670191692
