epoch,loss
0,0.6966864909600774
1,0.6943211686720542
2,0.6934112408839235
3,0.6929573269065367
4,0.692648441419689
5,0.6924385980728569
6,0.6922606721930548
7,0.6921560304974197
8,0.6920583182518635
9,0.6919731350120054
10,0.6919263087281393
11,0.6918773126164708
12,0.6918360858882239
13,0.6918117978157253
14,0.6917807202820384
15,0.6917748407486382
16,0.691768961215238
17,0.6917478228927753
18,0.6917488728094539
19,0.6917371137426533
20,0.6917363438037557
21,0.691730324281465
22,0.6917142255590596
23,0.6917188451924455
24,0.6917166753646431
25,0.6917206650480218
26,0.6917099558979
27,0.6917046363200616
28,0.6917088359867761
29,0.6917133156312715
