epoch,accuracy,num_predictions
0,50.29,87304
1,51.43,93570
2,52.65,89931
3,52.41,145480
4,52.78,177357
5,54.24,163099
6,53.7,238043
7,53.73,266278
8,54.19,272452
9,54.74,267782
10,55.12,272039
11,54.93,301082
12,55.28,296013
13,55.66,292247
14,55.99,285158
15,56.16,285424
16,56.22,291386
17,56.22,297283
18,56.13,309335
19,56.05,323664
