epoch,accuracy,num_predictions
0,55.96,132237
1,58.93,123634
2,58.4,144781
3,61.99,159946
4,63.08,155284
5,63.56,152793
6,63.93,147962
7,63.07,159896
8,62.91,162914
9,62.86,164847
10,62.66,167774
11,62.64,168419
12,62.69,168806
13,62.73,168789
14,62.6,170708
15,62.75,169768
16,62.59,172425
17,62.73,171541
18,62.98,168943
19,63.07,169142
20,63.11,169134
21,63.13,169230
22,63.14,169789
23,63.12,170209
24,63.14,170311
25,63.14,170608
26,63.23,169936
27,63.31,169410
28,63.18,171642
29,63.06,173256
30,62.97,173984
31,63.24,171532
32,63.07,173573
33,63.09,174077
34,63.1,174098
35,63.1,174583
36,62.96,175756
37,62.93,176436
38,63.0,175862
39,62.81,178090
40,63.01,176094
41,63.06,175478
42,62.95,177048
43,62.98,176594
44,62.9,177964
45,62.98,177369
46,63.02,177030
47,63.04,176726
48,62.93,178242
49,62.96,177963
