epoch,accuracy,num_predictions
0,48.38,1145
1,51.51,3139
2,52.56,4848
3,52.09,6116
4,51.72,7908
5,51.43,8889
6,51.11,10305
7,50.92,11337
8,51.09,12132
9,51.26,13201
10,51.29,13696
11,51.24,14312
12,51.31,15222
13,51.32,16492
14,51.36,16736
15,51.46,17930
16,51.43,17893
17,51.53,18875
18,51.5,19260
19,51.48,19978
20,51.59,19745
21,51.6,19545
22,51.57,21159
23,51.54,21719
24,51.48,21169
25,51.41,22086
26,51.5,21625
27,51.54,22200
28,51.63,23464
29,51.69,23743
