epoch,loss
0,0.6822088855808064
1,0.6730508319402145
2,0.6702478053206105
3,0.6688110222250728
4,0.667582043146683
5,0.6667664091465837
6,0.6649005049366062
7,0.6628624221025887
8,0.6605434094445181
9,0.6581825644282971
10,0.6559494147866459
11,0.6535778368933726
12,0.6511244693044889
13,0.6483725208347126
14,0.6456208309884799
15,0.6431216223765228
16,0.6409828056723385
17,0.639977277335474
18,0.6389298519845736
19,0.6364904500670352
20,0.6343364392296743
21,0.6332651558568922
22,0.6326027563062765
23,0.6313026557534428
24,0.6297921002921412
