date,c_open,c_high,c_low,p_price,p_volume,p_5_SMA,vol_5_SMA,p_10_SMA,vol_10_SMA,p_20_SMA,vol_20_SMA,p_30_SMA,vol_30_SMA
2020-05-31,0.013771186440677985,0.026615466101695073,-0.0005296610169490679,,,,,,,,,,
2020-06-01,-0.027693089430894213,0.002540650406504197,-0.03734756097560976,-0.04065040650406504,0.19589361983555698,,,,,,,,
2020-06-02,-0.03267659778952425,0.0004805382027872618,-0.03748197981739532,-0.054300816914944705,-0.4008410880458124,,,,,,,,
2020-06-03,-0.03474178403755879,0.01314553990610312,-0.04201877934272302,-0.023004694835680795,-0.5177781996691166,,,,,,,,
2020-06-04,-0.012880302020874979,0.01865423051299131,-0.03886298023539858,-0.05396402398401068,0.5090543783602777,,,,,,,,
2020-06-07,-0.015701017249004856,0.007739938080495445,-0.028748341441839798,-0.004201680672268893,0.778240186316089,-0.08726227333038472,0.4916515042245322,,,,,,
2020-06-08,0.016280669571199224,0.02017885806007813,-0.009174501261178691,0.036918138041733606,-0.08842749656971394,-0.01935335932125648,0.3730197071817374,,,,,,
2020-06-09,0.03001654455211522,0.034034507208697606,-0.004017962656582386,0.030725596785629916,-0.02544502340836352,0.030867407232332944,0.39523780134778086,,,,,,
2020-06-10,0.028520499108734443,0.04609116373822242,-0.0030557677616502854,0.07741278329513612,-0.2858129352649055,0.11418385536032605,-0.024905023570945817,,,,,,
2020-06-11,0.04066683505935842,0.04066683505935842,-0.03056327355392774,-0.008082849204344544,0.09855381238298144,0.08835564536499119,-0.08316777805447184,,,,,,
2020-06-14,-0.07690435629106851,0.00048673643222185703,-0.07690435629106851,-0.03650523241664638,0.5656411774474199,0.022146507666099158,0.3604586182248761,0.013312241421270299,0.49410951387334556,,,,
2020-06-15,-0.00254158964879847,0.026441774491682057,-0.007855822550831837,-0.05060073937153409,-0.3493662917970255,-0.04865988909426955,-0.1267134549075979,-0.03026802218114588,-0.02865051626783921,,,,
2020-06-16,0.053773812394502185,0.053773812394502185,-0.004340487099107837,0.043646009163250676,0.29910930877600905,-0.008729201832649802,0.19194746783106464,0.021509524957800785,0.3202863393780724,,,,
2020-06-17,-0.015595009596928944,0.009357005758157344,-0.021593090211132426,-0.005038387715930903,0.424257174023581,-0.017754318618041887,0.6867401706207272,0.0160028790786948,0.8528580927505747,,,,
2020-06-18,0.016164584864070575,0.025961302963507293,-0.006367866764633745,0.02081802596130289,-0.614562796174791,0.014499142787166575,-0.43239300018258353,0.03490080822924324,-0.38317182786224824,,,,
2020-06-21,-0.019546332046331938,0.0019305019305020377,-0.03499034749034735,-0.014720077220077177,1.4039680430388106,0.0055501930501931085,0.4960214871906383,0.009531853281853131,0.5067775656978102,,,,
2020-06-22,-0.0009523809523809268,0.008095238095238155,-0.009404761904762027,-0.01333333333333342,-0.1596028372634486,-0.006190476190476191,0.23784619757966263,-0.0129285714285714,0.24803482957468126,,,,
2020-06-23,0.027833001988071482,0.0375248508946322,-0.0014910536779324524,0.04373757455268379,0.2802953167853104,0.030914512922465276,0.4719401394262641,0.026242544731610362,0.582208203532883,,,,
2020-06-24,-0.014136904761904767,0.0029761904761904656,-0.025793650793650813,-0.001984126984126977,-0.2659568039640362,0.02276785714285734,0.01881899455199454,0.01907242063492065,0.12659663451293945,,,,
2020-06-25,0.022329358030956703,0.022329358030956703,-0.013955848769347856,0.023090586145648517,-0.3069028226295313,0.039482364882009735,-0.256683162314975,0.045267698553666635,-0.25487055141021253,,,,
2020-06-28,-0.043979812545061225,0.010454217736121096,-0.043979812545061225,-0.05287190579187706,1.2442947110128277,-0.02230233117039171,0.5264053587418434,-0.01043018505167026,0.6821660556949001,-0.004890651285748393,0.8648374617215058,,
2020-06-29,-0.025355450236966837,0.007109004739336511,-0.025355450236966837,-0.013981042654028553,-0.19904822661874777,-0.03516587677725136,0.18596669189407655,-0.023033175355450464,0.31766764010127946,-0.014241706161137402,0.47816349739074604,,
2020-06-30,0.029197080291970767,0.03795620437956182,-0.001946472019464629,0.02676399026763998,0.39743405169549706,-0.008369829683698482,0.6095517065715741,0.00048661800486615725,0.7453509490797139,0.01559610705596115,1.0706206117521981,,
2020-07-01,0.01644895984518624,0.028785679729075975,-0.005079825834542806,-0.005805515239477588,-0.06533485146465168,-0.00996613449443673,0.45242314460200816,-0.0062167392356070605,0.5551738950419212,0.009071117561683772,0.8808487734189006,,
2020-07-05,0.021844660194174637,0.02669902912621347,-0.010665048543689437,0.0033980582524271163,0.5245504540828001,-0.0016504854368935007,1.023022116317787,-0.003665048543689431,1.3418411065260099,0.01097087378640782,1.6236635921066127,,
2020-07-06,0.022322548281916266,0.02846751943817427,-0.005016302984700127,0.03335841484825708,-0.45527026097720313,0.040632054176072074,-0.179019530309803,0.030499122146977697,0.07355585737372339,0.03989214948582931,0.3409077038132242,,
2020-07-07,0.009150991357397054,0.01219877986781892,-0.03329944077275049,0.013472292831723243,-0.15023794827592507,0.04580579562785947,-0.28006311199091305,0.04039145907473296,-0.09345614848848982,0.047102186070157925,0.12673914075654036,,
2020-07-08,0.03505045140732865,0.049654806160382536,-0.01088688263409443,0.04460966542750944,-0.11066395122600847,0.07727031332979295,-0.3458139663298351,0.07973977695167278,-0.20082535104216404,0.0881439192777489,-0.007338348453400645,,
2020-07-09,-0.030264170300076887,0.0007694280584764623,-0.0379584508848424,-0.034111310592459754,0.7410352257239963,0.022877660938702027,0.28290967081563756,0.03629135675814288,0.4349729402649989,0.045062836624775615,0.7190993095102103,,
2020-07-12,-0.01201501877346689,0.028035043804755855,-0.028535669586983725,-0.02403003754693367,-0.3938809157374813,-0.013466833541927459,-0.23363919614180972,0.008060075093867303,-0.17739894359076314,0.0195994993742179,-0.00936817678573254,,
2020-07-13,-0.03480783176214641,0.0,-0.041334300217549025,-0.034324389654338816,0.41850740753346405,-0.05337200870195791,0.24754435525042662,-0.02523567802755633,0.08814113940360468,-0.014962533236644537,0.37070948951956795,-0.007823704778019303,0.5845885054788682
2020-07-14,-0.005380116959064263,0.01403508771929829,-0.019181286549707632,-0.03228070175438602,-0.3421412898149273,-0.07691228070175427,-0.19656147443976024,-0.057263157894737016,-0.2830271179718137,-0.04643274853801149,-0.10967585099509336,-0.03703703703703709,0.034480468108608386
2020-07-15,-0.018715341959334664,0.01617375231053586,-0.020679297597042567,-0.012245841035120164,0.0357057669882328,-0.0724584103512016,-0.14214327361390855,-0.06753696857670999,-0.23746289621541394,-0.05872227356746751,-0.09662256175129857,-0.04621842267406029,0.08006024947878032
2020-07-16,0.010968494749124869,0.018436406067677824,-0.009334889148191361,0.010035005834305721,0.5450004094668741,-0.036919486581096894,0.3192336827450659,-0.05309218203033872,0.24018507902710673,-0.04716452742123678,0.3890987122266809,-0.03535589264877459,0.6534572653072366
2020-07-19,-0.0002356823002591657,0.012491161913740223,-0.010134338911147789,0.009898656610888512,0.21108583401002967,-0.009191609710110793,0.6206963669160628,-0.0401602639641766,0.503307029995723,-0.03635399481498913,0.6715552029158891,-0.025610809961505,0.8752420093022488
2020-07-20,-0.010626010626010651,0.016170016170016233,-0.013629013629013587,-0.01986601986601988,-0.0628764950884999,-0.017417417417417314,0.3672709951378763,-0.056387156387156634,0.42887415987499056,-0.05364980364980343,0.43991530494286857,-0.04697004697004681,0.6844872889642768
2020-07-21,-0.005330243337195784,0.015411355735805321,-0.009038238702201662,0.0032444959443800325,-0.2877540381305441,-0.005330243337195784,-0.053905732821395436,-0.04539976825028991,-0.0073286276976035625,-0.04843568945538812,0.009812946842314263,-0.04536886828891451,0.18182179266516596
2020-07-22,0.003046636981485662,0.013123974689477347,-0.0072650574173893645,0.01124912116240906,0.19559152337798524,0.00773377079915627,0.06096084212192565,-0.025732364659011298,0.17094916796929094,-0.036383876259667214,0.19401724410851018,-0.034989453948909954,0.3981510978320375
2020-07-23,0.023076923076922995,0.026923076923076827,-0.0019230769230769162,0.02572115384615392,0.15041115379143544,0.030721153846153815,0.10706843078674066,0.011370192307692095,0.28691478161900696,-0.008677884615384768,0.3654596670934698,-0.00987980769230734,0.5822510551524636
2020-07-26,-0.014004272489912206,0.002136244956088218,-0.02302397341561846,-0.012580109185853283,0.4846152546382345,0.011820555423688539,0.6103663275996078,0.0048421552338000495,0.9096389104795377,-0.01962971754094478,0.9685909567098103,-0.020492127541735683,1.2643492390704383
2020-07-27,-0.003810431055013219,0.01166944510597756,-0.006072874493927238,0.003334127173136414,-0.5456311275921106,0.013765182186234792,-0.30128137211998374,0.013384139080733437,-0.19887524855855232,-0.013122171945701422,-0.16988833099170064,-0.015209970627926728,-0.01149895202340101
2020-07-28,-0.012790697674418539,0.0018581395348837848,-0.023255813953488413,-0.023488372093023235,0.2404325528905904,-0.016093023255813965,-0.049142655790942236,-0.008976744186046548,0.019851054002447466,-0.03586046511627916,0.04359336980796069,-0.03764341085271261,0.22354930820425167
2020-07-29,0.0038013779995247354,0.009978617248752597,-0.006414825374198241,0.021620337372297405,0.019565101296734166,0.004466619149441575,-0.06130624966622811,0.01304347826086949,-0.010018497031250795,-0.01406509859824201,0.05372829269003154,-0.017058683772867123,0.21257539198979836
2020-07-30,0.007816200852676314,0.007816200852676314,-0.042160113690194234,-0.003079109426811777,-0.5426977367890555,-0.0013737565135009122,-0.5690357042950833,0.007105637138796972,-0.5685652565816057,-0.01592846991946939,-0.5153099759780828,-0.019595768198325647,-0.4544961539770852
2020-08-02,0.011326097215667685,0.01554978763567716,-0.008966493629070427,-0.003775365738555969,-0.14230982353848465,-0.002218027371401754,-0.5257509659016255,0.0018168947616801212,-0.5813969917567509,-0.018605474280321,-0.5597980223057105,-0.022872424099417588,-0.5181422571408805
2020-08-03,-0.016759776536312776,0.004771880819366858,-0.020484171322160183,-0.013500931098696434,0.6771748850281043,-0.01452513966480451,0.05523058252427182,-0.011824953445065067,-0.18173320132856408,-0.030481843575419165,-0.19808364205416462,-0.0348618870266908,-0.1994869911429058
2020-08-04,-0.022047244094488327,0.00022497187851522327,-0.022047244094488327,-0.033520809898762716,0.13633724306120087,-0.04319460067491587,0.23728878759725935,-0.045691788526434296,-0.01901274532574615,-0.059505061867266784,-0.0741535173034491,-0.06607424071990953,-0.08251013722757716
2020-08-05,0.00746944318696241,0.014938886373925042,-0.0091670439112721,0.006111362607514881,0.3530266724280158,-0.03078315980081503,0.7384511136426131,-0.03691715708465371,0.34392603213261563,-0.04797419646899059,0.25312536826805987,-0.0585181831899797,0.23812392793075898
2020-08-06,-0.040437158469945333,0.0017486338797814138,-0.040437158469945333,-0.034316939890710385,-0.042659508957321735,-0.05490710382513675,0.6621056639605889,-0.06666666666666665,0.2872999233774107,-0.07351912568306018,0.17517357601853978,-0.08795628415300483,0.18105244024926637
