epoch,loss
0,0.6885385513305664
1,0.681341668833857
2,0.6781833897466245
3,0.6761204678079357
4,0.6753468720809274
5,0.6742348463638969
6,0.6744235080221425
7,0.6718689462412959
8,0.6731201254803202
9,0.6718523606010105
10,0.6687560703443445
11,0.6670006461765455
12,0.6759930900905443
13,0.6692526029503864
14,0.6651000147280486
15,0.6633074801901112
16,0.660425269085428
17,0.65908842501433
18,0.6566857047702955
19,0.6551828799040421
20,0.651676260906717
21,0.6519318456235139
22,0.6485234550807787
23,0.6456181484719982
24,0.6432287382042926
