epoch,loss
0,0.7945999304453532
1,0.7685442765553793
2,0.751554012298584
3,0.7402409712473551
4,0.7325444221496582
5,0.7269392013549805
6,0.7229038874308268
7,0.719771941502889
8,0.7173047860463461
9,0.715385913848877
10,0.7136197884877523
11,0.7120763460795084
12,0.7108527819315592
13,0.709643284479777
14,0.708527406056722
15,0.7075345516204834
16,0.7065582275390625
17,0.7056945959726969
18,0.7048803170522054
19,0.7040909926096598
20,0.7033785184224447
21,0.7026780446370443
22,0.702080249786377
23,0.701487143834432
24,0.7009278933207194
25,0.7003363768259684
26,0.699779192606608
27,0.6993789672851562
28,0.698896567026774
29,0.6984780629475912
30,0.6980622609456381
31,0.6976696650187174
32,0.6973814964294434
33,0.6970095634460449
34,0.6967523097991943
35,0.6964128812154134
36,0.6961223284403483
37,0.6958737373352051
38,0.6956591606140137
39,0.695395310719808
40,0.6952179272969564
41,0.6950157483418783
42,0.6948184967041016
43,0.6946743329366049
44,0.6945181687672933
