date,price,c_open,c_high,c_low,p_price,p_volume,p_5_SMA,vol_5_SMA,p_10_SMA,vol_10_SMA,p_20_SMA,vol_20_SMA,p_30_SMA,vol_30_SMA
2014-01-01,36.15,-0.0318118948824343,0.012171507607192433,-0.03485477178423235,,,,,,,,,,
2014-01-02,36.61,-0.012018574160065465,0.008194482381862711,-0.022726031139033043,-0.012564872985523112,0.17917183820862892,,,,,,,,
2014-01-05,36.22,0.012700165654334628,0.012700165654334628,-0.00855880728879077,0.010767531750414117,0.5691034496024006,,,,,,,,
2014-01-06,36.97,-0.019204760616716277,0.0073032188260753195,-0.02082769813362173,-0.02028671896131995,0.08349152041959385,,,,,,,,
2014-01-07,37.42,-0.01656867985034749,0.001068947087119243,-0.02030999465526473,-0.012025654730090984,-0.031660503076749724,,,,,,,,
2014-01-08,37.68,-0.005307855626327074,0.010350318471337605,-0.00849256900212314,-0.006900212314224996,-0.26006087545171275,-0.02669851380042465,-0.022531134583030465,,,,,,
2014-01-09,37.23,0.0126242277733013,0.013698630136986356,-0.01154982540961591,0.01208702659145855,0.25511388217727915,-0.0067150147730322685,0.11728638208747277,,,,,,
2014-01-12,37.25,0.00026845637583883253,0.00859060402684575,-0.010738255033556965,-0.0005369127516778871,0.2630184599967649,-0.003919463087248332,0.2775469785021325,,,,,,
2014-01-13,37.79,-0.01931727970362518,0.003175443238952136,-0.0235512040222281,-0.01428949457528439,-0.5814489202122917,-0.012701772955808321,-0.48459085639929855,,,,,,
2014-01-14,38.17,-0.009169504846738286,0.005239717055278925,-0.014147236049253276,-0.009955462405030202,0.7724385803679616,-0.01823421535237091,0.0994930721816043,,,,,,
2014-01-15,38.06,-0.0023646873357856535,0.03021544929059372,-0.013137151865475594,0.0028901734104045396,-0.19280945383412318,-0.011455596426694692,-0.09154149282504642,-0.023935890698896345,-0.0818310897329887,,,,
2014-01-16,37.63,0.009035344140313484,0.028966250332181698,-0.0026574541589158285,0.011427052883337785,0.9053144967624174,0.0018602179112410244,0.750231480960494,-0.007706617060855514,0.6801356251111266,,,,
2014-01-20,37.99,-0.0002632271650435669,0.00026322716504334487,-0.012634903922084884,-0.009476177941563524,0.28867058796231837,-0.00552777046591213,1.1418041440438071,-0.014424848644379984,1.0100871850201867,,,,
2014-01-21,37.4,0.015240641711229852,0.015505347593582908,-0.007486631016042855,0.015775401069518802,-0.44883503448937345,0.01411764705882379,0.12864544284675206,0.0058556149732622575,0.06327565122171519,,,,
2014-01-22,37.47,-0.0034694422204428754,0.004003202562049557,-0.006938884440885973,-0.0018681611956231636,-0.027854832869448676,0.010141446490526063,-0.08480618637127246,0.005124099279423477,0.041391249753294224,,,,
2014-01-23,36.7,0.016893732970027164,0.0173024523160763,-0.006811989100817484,0.020980926430517632,0.6730383732388323,0.027520435967302692,0.510430896190236,0.02634877384196166,0.754990549039694,,,,
2014-01-26,36.45,0.006310013717421015,0.006310013717421015,-0.015500685871056352,0.006858710562414272,-0.27917785678275653,0.027105624142661267,-0.08439468421851604,0.03069958847736598,0.18651170112878823,,,,
2014-01-27,35.98,0.01334074485825476,0.021678710394663625,-0.0008337965536407976,0.013062812673707791,0.29303442560183,0.03396331295164012,0.22717407635378462,0.0419955530850471,0.5083471058358253,,,,
2014-01-28,35.79,-0.006426376082704577,0.0159262363788768,-0.012573344509639428,0.005308745459625452,0.07943990018023017,0.028220173232746726,0.36016992380110335,0.04397876501816134,0.6035091252952609,,,,
2014-01-29,36.41,-0.008514144465806006,0.01016204339467186,-0.015105740181268756,-0.017028288931612123,0.3268717482376706,0.0018676187860480198,0.6359025798905291,0.02070859653941226,0.8399600156882892,,,,
2014-01-30,36.0,-0.006388888888888777,0.011111111111111072,-0.00694444444444442,0.011388888888888893,-0.15505171812084473,0.007388888888889111,0.1738168765011745,0.02744444444444394,0.43876527568823076,0.02968055555555571,0.8591482566579565,,
2014-02-02,35.43,0.015523567598080712,0.018346034434095326,-0.012701100762066098,0.01608806096528359,-0.27699017845026463,0.01964436917866208,-0.16982290677161083,0.03815975162291818,-0.06695871217261495,0.046034434095399535,0.25795488278599543,,
2014-02-03,35.48,0.0011273957158963732,0.0011273957158963732,-0.015093010146561392,-0.0014092446448702445,0.3468431934750573,0.012457722660654147,0.08272637963925478,0.03049605411499412,0.2644575113375447,0.04289740698985356,0.6218306279343393,,
2014-02-04,36.11,0.0,0.02797009138742723,-0.006369426751592244,-0.01744669066740523,-0.6413051606353914,-0.007975630019385171,-0.6244349360849073,0.005566325117695836,-0.5458945091101671,0.023677651620049867,-0.4322763791247234,,
2014-02-05,36.16,-0.0005530973451326471,0.0033185840707965486,-0.01327433628318575,-0.0013827433628317287,1.2319755451805992,-0.00757743362831842,0.10983771474559756,0.000608407079645934,0.09372602188496004,0.02107300884955765,0.31292051726424286,,
2014-02-06,36.13,0.0011071132023248165,0.009964018820924458,-0.0062275117630777865,0.0008303349017435568,-0.09321264341602775,-0.008137282037088411,0.06827909059622095,-0.0021865485745922175,-0.050952651460179466,0.020177138112371873,0.1742396410815652,,
2014-02-09,35.84,0.0072544642857141906,0.007533482142856984,-0.009207589285714413,0.008091517857142794,-0.2565816547499965,0.000613839285714235,-0.1622481739674574,0.004296874999999423,-0.2793992395320054,0.02626953125000009,-0.15180707478757294,,
2014-02-10,33.81,0.04318249038745936,0.04318249038745936,-0.015380065069506177,0.0600414078674949,-0.7182746263446101,0.06311742088139605,-0.7485958043257659,0.06279207335107917,-0.7919849882174963,0.08583259390712805,-0.7608570333101605,,
2014-02-11,32.73,0.029941949282004332,0.031011304613504542,-0.00977696303085851,0.03299725022914779,0.5077870993676827,0.08799266727772692,-0.3652296258080736,0.09123128628169863,-0.5625959965902797,0.11640696608615975,-0.5806286573636996,,
2014-02-12,35.36,-0.0630656108597284,0.0002828054298642524,-0.0630656108597284,-0.07437782805429871,-0.0922102575501651,-0.012047511312217263,-0.35824446998774484,0.00141402714932104,-0.5348710228427633,0.02621606334841675,-0.6099015123509253,,
2014-02-13,36.15,-0.02793914246196394,0.0052558782849241314,-0.033748271092669424,-0.021853388658367834,0.9427636486239952,-0.0380636237897648,0.5343277240092466,-0.023374827109267082,0.06464486212239828,-9.681881051126773e-05,-0.18444336291564767,0.00914707238358714,-0.15713108513902452
2014-02-17,36.24,-0.002483443708609312,0.009381898454746018,-0.013796909492273746,-0.002483443708609312,0.2936220934661522,-0.0403421633554083,1.0994719806178797,-0.025386313465783905,0.4556780381279284,-0.005215231788079033,0.05647858123357863,0.006640912435614599,0.07600192984735976
2014-02-18,36.22,0.000828271673108727,0.019602429596907722,-0.006902263942573206,0.000552181115405892,0.29275018102824046,-0.0376035339591384,1.7220761766835624,-0.022611816675869756,0.920035529809317,-0.006584759801214313,0.3875026792179579,0.006856248849622881,0.3710849143132995
2014-02-19,36.6,-0.00983606557377048,0.017759562841529908,-0.015846994535519077,-0.010382513661202242,-0.026138874523999767,-0.034426229508196626,0.9795439800667576,-0.030737704918033182,0.901385924498143,-0.01931693989071004,0.36750975506558214,-0.0035974499089251877,0.3286022597276417
2014-02-20,36.57,0.0008203445447088065,0.007656549083948638,-0.005195515449822219,0.0008203445447088065,0.29591540817893147,-0.012469237079573259,1.0800624837028172,-0.028602679792179786,1.3557264948933465,-0.019606234618539164,0.7607500481299974,-0.003117309269893287,0.7181803043115542
2014-02-23,37.4,-0.02165775401069503,0.0010695187165774556,-0.02165775401069503,-0.02219251336898387,0.035829591092330526,-0.0279144385026735,0.512313676786494,-0.04906417112299488,1.4333078381332465,-0.04256684491978546,0.7944125123374051,-0.025998217468805707,0.7642367132564101
2014-02-24,36.82,0.013851167843563328,0.013851167843563328,-0.006246605105920566,0.015752308527973824,0.13383534826212395,-0.005812058663769437,0.44573029720199653,-0.030635524171646056,1.734303304025278,-0.026534492123845288,1.0362192036451892,-0.010908926308165978,0.9614811825494955
2014-02-25,37.45,-0.016555407209612905,0.012817089452603403,-0.02443257676902555,-0.016822429906542147,-0.32203889730807966,-0.01943925233644861,-0.14407216744897222,-0.04432576769025398,0.7956519461266658,-0.04241655540720912,0.36260737702214185,-0.02791277258566993,0.3109941264016982
2014-02-26,37.39,0.0026745119015780805,0.007221182134260484,-0.006418828563787171,0.0016047071409468483,0.8372667574562749,-0.011286440224658967,0.5707724009097974,-0.03305696710350392,1.6617934987985827,-0.038914148167958906,1.5217795238536622,-0.026174556476776356,1.4096468712047212
2014-02-27,37.68,-0.004777070063694211,0.011677282377919207,-0.004777070063694211,-0.007696390658174068,-0.12329152458673098,-0.014702760084925326,0.22003881868672814,-0.02813163481953318,0.9438998090320647,-0.04418789808917134,1.1949587277972427,-0.03402335456475569,1.0155984234987452
2014-03-02,37.41,0.0002673082063620047,0.004677893611334083,-0.016840417000801855,0.0072173215717723505,-0.03500475034308037,-0.001657310879443541,0.12280194839468561,-0.014915797914996198,0.4648824478593294,-0.0355920876770911,1.1229257589238588,-0.027488193887552193,0.9085096992454746
2014-03-03,37.7,-0.0026525198938992522,0.008222811671087404,-0.0053050397877985045,-0.007692307692307887,-0.235625691626706,-0.009283819628647105,-0.17154417189229065,-0.01915119363395268,-0.0035070084839542437,-0.04114058355437633,0.6216231326078938,-0.0355437665782492,0.41923928747079775
2014-03-04,37.65,0.00185922974767605,0.006108897742364006,-0.003984063745019917,0.0013280212483401943,0.7429810215341095,-0.0032934926958828603,0.5117860974600279,-0.013970783532537001,0.6421476245775755,-0.036852589641433564,1.818852491953339,-0.03420097388224863,1.4722936364744443
2014-03-05,37.27,0.010732492621411183,0.015562114301046481,-0.0010732492621412515,0.010195867990340668,-0.000313329771550408,0.007942044539844817,0.29720694628001243,-8.049369466112122e-05,0.5335688662684432,-0.02412127716662138,1.7976223090797347,-0.02465790179769245,1.4586747489679532
2014-03-06,37.6,-0.006117021276595858,0.006382978723404209,-0.01276595744680864,-0.008776595744680815,-0.3825182561416042,-0.0015425531914889934,-0.21465650672699133,-0.007074468085106922,-0.12320539151486287,-0.031143617021276215,0.6372817200460372,-0.033333333333333215,0.4870474825045308
2014-03-09,37.7,-0.0034482758620690834,0.0071618037135277035,-0.0053050397877985045,-0.0026525198938992522,-0.35728599555211915,-0.004615384615384466,-0.4687199190134951,-0.0069761273209554275,-0.4376188692179541,-0.03180371352785105,0.04957569767163794,-0.03578249336870032,-0.05702491504122387
2014-03-10,37.27,0.012878991145693464,0.01797692514086391,-0.008317681781593866,0.011537429568017066,0.2659590785612509,0.008425006707808214,-0.20805956172323736,0.005285752616044581,-0.2414050043795385,-0.018526965387710703,0.3433446151858981,-0.023763527412575036,0.21009177521329225
2014-03-11,37.14,-0.0029617662897145625,0.008616047388260606,-0.0029617662897145625,0.0035002692514809475,0.6203366994558392,0.00963920301561716,0.32358138865634145,0.010016155088852674,0.2769549236082043,-0.013166397415185105,1.1516004342821264,-0.019610482857655875,0.9566035082670572
2014-03-12,36.4,0.025824175824175954,0.025824175824175954,-0.0019230769230769162,0.02032967032967048,-0.06056993990931103,0.027362637362637887,0.2783919289234058,0.029697802197801604,0.1352289344655122,0.011469780219780956,0.7144962643007238,0.001382783882784011,0.8271486415080429
2014-03-13,35.76,0.015100671140939603,0.02097315436241609,-0.006431767337807481,0.017897091722595126,-0.20974790242386576,0.04088366890380368,0.047429983685518984,0.04535794183445141,-0.09195662096022372,0.03470357941834501,0.2089898374378496,0.01987322893363186,0.43931304381603486
2014-03-16,35.93,-0.0013915947676036433,0.007236292791539034,-0.006957973838018328,-0.004731422209852565,0.43744939836399666,0.025716671305316297,0.5117360897847512,0.03506818814361212,0.33735657053519086,0.030364597829112716,0.5161494248862337,0.01444475368772613,1.0833397312413338
2014-03-17,36.8,-0.02391304347826073,0.0073369565217391575,-0.02391304347826073,-0.023641304347825964,-0.08227886613951318,-0.008152173913043015,0.16911636129552954,0.006576086956521232,0.21290757518983616,0.005706521739130999,0.2986050928283419,-0.009601449275362106,0.9061141482755419
2014-03-18,37.41,-0.014167334937182363,0.00454423950815297,-0.016840417000801855,-0.016305800588078068,-0.3450111701960291,-0.026837743918738055,-0.31111922217677235,-0.012242715851376929,-0.2310495788888539,-0.009943865276663466,-0.18689709784672193,-0.024529983070480155,0.23733964038611477
2014-03-19,37.99,-0.01526717557251922,0.01342458541721503,-0.01526717557251922,-0.01526717557251922,-0.3673265710497642,-0.040273756251644977,-0.518795264189581,-0.027954724927612973,-0.48326580339830627,-0.023493024480126135,-0.4883026783261424,-0.03772922698955872,-0.2115696717377158
2014-03-20,38.4,-0.004166666666666541,0.012239583333333304,-0.009375000000000022,-0.010677083333333282,0.38658851890360046,-0.04223958333333311,-0.17525022312597183,-0.0364583333333337,-0.19065355207346135,-0.03210937499999955,-0.2700859380031836,-0.046371527777777644,0.07956644553426018
2014-03-23,38.05,0.008409986859395646,0.01787122207621561,-0.010512483574244391,0.009198423127463995,0.2950230924316879,-0.019553219448094183,0.1307513023750173,-0.025492772667543018,0.08154869428861478,-0.0208015768725357,-0.03888858437912568,-0.035637319316688454,0.4064867728902637
2014-03-24,37.83,0.008194554586307135,0.01718213058419238,-0.009516256938937317,0.005815490351572805,-0.33458713981475163,-0.002643404705260255,-0.20538143044941992,-0.01890034364261195,-0.3132513918996278,-0.01424795136135304,-0.35860361267528573,-0.028337298440391123,-0.06742090632448106
