epoch,accuracy,num_predictions
0,51.07,3773
1,52.53,7571
2,52.99,11074
3,52.83,14131
4,52.77,16014
5,52.76,18177
6,52.63,18151
7,52.58,19416
8,52.55,20635
9,52.49,21698
10,52.56,22161
11,52.53,23064
