epoch,loss
0,0.6926236833844867
1,0.6920139221918016
2,0.6919657389322916
3,0.691929680960519
4,0.6918701444353376
5,0.6918072927565801
6,0.6916822705950055
7,0.6915405818394252
8,0.691085315885998
9,0.6904153823852539
10,0.6893414542788551
11,0.6877907344273159
12,0.6860799335298085
13,0.6842369806198847
14,0.6824960254487538
15,0.6811346780686152
16,0.6798329126267206
17,0.6774448667253766
18,0.675365856715611
19,0.6738299869355702
20,0.6733360290527344
21,0.6731026059105283
22,0.6717383520943778
23,0.6696820940290179
24,0.6683556692940849
