epoch,accuracy,num_predictions
0,53.07,1189
1,52.68,2164
2,51.98,3161
3,52.43,4078
4,52.46,5648
5,52.48,7658
6,52.7,8721
7,52.64,10349
8,52.63,11295
9,52.48,12074
10,52.28,13124
11,52.14,13887
12,52.1,14818
13,52.08,15334
14,52.18,16564
15,52.16,16954
16,52.26,17289
17,52.25,17939
18,52.12,18802
19,51.97,18304
20,52.13,20315
21,51.99,20243
22,52.06,20771
23,51.98,21515
24,52.01,21069
25,51.94,21980
26,51.96,22474
27,51.89,21510
28,51.79,23363
29,51.87,22761
