epoch,loss
0,0.6966695523043291
1,0.6942730124937285
2,0.6934113108783687
3,0.6929582368343248
4,0.6926741993755375
5,0.6924783549177538
6,0.6923088983658257
7,0.6921862680977637
8,0.6920940154189363
9,0.6920270307348408
10,0.6919738349564578
11,0.6919226690169868
12,0.6919092300835006
13,0.6918740928719896
14,0.6918628937607512
15,0.6918406355271646
16,0.6918246067992044
17,0.6918217370269495
18,0.691816627432447
19,0.6917940192266342
20,0.6918027685322893
21,0.6917935992599628
22,0.6917905195043721
23,0.6917911494543793
24,0.6917817002042718
25,0.6917905894988173
26,0.6917786204486812
27,0.6917601419151376
28,0.6917792503986884
29,0.6917628017040568
