epoch,accuracy,num_predictions
0,52.29,1113
1,50.48,1367
2,51.72,1481
3,52.54,2265
4,52.11,3318
5,52.13,4521
6,52.19,5407
7,52.91,6985
8,52.75,10191
9,53.11,10208
10,53.33,10770
11,53.2,10448
