epoch,loss
0,0.7796761742953596
1,0.746966657967403
2,0.7295814382618871
3,0.7187400028623384
4,0.7116000734526535
5,0.7066610928239494
6,0.703064096385035
7,0.7003071883629108
8,0.6980910465635103
9,0.6962364459859913
10,0.6946290772536705
11,0.6932052086139547
12,0.691918603305159
13,0.6907455181253368
14,0.6896640514505321
15,0.6886657846385035
16,0.6877378924139614
17,0.6868758366025728
18,0.6860736978465113
19,0.6853285164668642
20,0.6846323999865301
21,0.6839859403412918
22,0.683383349714608
23,0.682824365023909
24,0.6823039219297212
25,0.6818203103953394
26,0.681372017695986
27,0.6809562814646754
28,0.6805713258940598
29,0.6802157040300041
30,0.6798865877348801
31,0.6795828589077654
32,0.679302873282597
33,0.67904702548323
34,0.6788107773353314
35,0.678595181169181
36,0.6783955014985183
37,0.6782164080389614
38,0.6780513237262594
39,0.6779018270558325
40,0.6777655502845501
41,0.6776413095408472
42,0.6775301571550041
43,0.6774303830903152
44,0.6773388303559402
