epoch,accuracy,num_predictions
0,47.42,823893
1,47.45,547282
2,47.48,502123
3,47.51,426094
4,47.4,842066
5,47.41,593066
6,47.44,766494
7,47.37,538248
8,47.7,193094
9,47.45,427634
10,47.38,478073
11,47.36,520761
