epoch,loss
0,inf
1,inf
2,inf
3,inf
4,2.733731509673541e+32
5,9.056294549271776e+29
6,2.972534624300095e+27
7,9.68765511988785e+24
8,3.1370889329306434e+22
9,1.0154400164275708e+20
10,3.27752001754192e+17
11,1058421519474539.0
