epoch,loss
0,0.6931941509246826
1,0.6926583449045817
2,0.692326545715332
3,0.6920178731282552
4,0.6916677157084147
5,0.6910009384155273
6,0.6901379426320394
7,0.6895703474680582
8,0.6893066565195719
9,0.6881387233734131
10,0.6871229807535807
11,0.685899575551351
12,0.6843748887379965
13,0.6829885641733805
14,0.6818069616953532
15,0.6808205445607504
16,0.6797157923380533
17,0.6788281599680582
18,0.6774436632792155
19,0.6757190227508545
20,0.6741672356923422
21,0.6725012461344401
22,0.6708926359812418
23,0.6695775985717773
24,0.6684670448303223
25,0.6674447059631348
26,0.6665350596110026
27,0.6652933359146118
28,0.6640841166178385
29,0.6632212003072103
30,0.6621628602345785
31,0.6605676809946696
32,0.6592520475387573
33,0.657933513323466
34,0.6563355525334676
35,0.655239462852478
36,0.6543688774108887
37,0.6539676189422607
38,0.6539875666300455
39,0.6545231739679972
40,0.6548488537470499
41,0.6544487476348877
42,0.6535951693852743
43,0.6527008215586344
44,0.6523369948069254
45,0.6526070833206177
46,0.6529762347539266
47,0.652281125386556
48,0.6510738531748453
49,0.6488645076751709
