epoch,accuracy,num_predictions
0,59.17,91848
1,57.72,194252
2,61.15,104016
3,57.99,202877
4,58.88,182683
5,59.46,164773
6,59.97,154628
7,59.45,175104
8,60.01,166250
9,60.71,163742
10,61.57,158249
11,61.94,160092
12,62.4,157979
13,62.53,164183
14,62.77,167952
15,63.11,169801
16,62.92,179908
17,63.16,183358
18,63.27,186961
19,63.42,187402
20,63.21,196726
21,63.24,200360
22,63.18,207475
23,63.74,204002
24,63.97,202532
