epoch,accuracy,num_predictions
0,58.82,68606
1,57.78,132296
2,60.82,118765
3,58.22,154897
4,61.52,120887
5,60.9,133254
6,60.87,138328
7,61.94,131335
8,61.96,134990
9,62.81,130233
10,63.49,128608
11,63.55,134147
12,63.63,137271
13,63.67,140656
14,64.25,138630
15,64.3,141899
16,65.37,136090
17,65.35,139007
18,65.91,136477
19,66.17,136930
20,66.69,135755
21,67.42,132973
22,67.9,132107
23,67.89,134131
24,67.39,139659
25,67.66,140466
26,67.27,144195
27,66.86,146922
28,67.92,141340
29,68.87,136698
30,68.49,140305
31,68.34,141941
32,68.25,144018
33,68.66,142554
34,68.98,141248
35,69.09,141771
36,69.49,140072
37,69.49,140896
38,70.0,138641
39,70.37,136722
40,70.42,137296
41,70.22,139551
42,70.15,140458
43,70.76,137115
44,71.2,133848
45,71.23,133724
46,71.3,133651
47,70.91,137183
48,70.49,140905
49,68.98,149503
