epoch,accuracy,num_predictions
0,51.53,1409
1,53.58,3643
2,53.56,6038
3,53.04,8035
4,52.74,10536
5,52.31,10514
6,52.16,12929
7,52.18,13786
8,52.2,15020
9,52.14,16168
10,52.05,17232
11,52.05,17000
