epoch,loss
0,0.6790892601013183
1,0.6550108432769776
2,0.6356895446777344
3,0.6288405418395996
4,0.6255005359649658
5,0.6226115703582764
6,0.6204855918884278
7,0.6160557270050049
8,0.6131960868835449
9,0.6087304592132569
10,0.6050694942474365
11,0.6015270709991455
12,0.5985164642333984
13,0.5933887958526611
14,0.5901298999786377
15,0.5868340015411377
16,0.5838174819946289
17,0.58029146194458
18,0.576802110671997
19,0.5734314441680908
20,0.5702842235565185
21,0.5671266555786133
22,0.5640251636505127
23,0.5613770484924316
24,0.5588230133056641
25,0.5564770221710205
26,0.5540846824645996
27,0.5514559745788574
28,0.5495491027832031
29,0.5473625183105468
30,0.5448302268981934
31,0.5429813385009765
32,0.5410052299499511
33,0.5390276432037353
34,0.5371661186218262
35,0.5353140354156494
36,0.5336740016937256
37,0.5322681903839112
38,0.5311142444610596
39,0.5299417495727539
40,0.5290107727050781
41,0.5291621208190918
42,0.5289855003356934
43,0.5287343025207519
44,0.5268493175506592
45,0.5268187999725342
46,0.5269075870513916
47,0.5257452487945556
48,0.5235689163208008
49,0.5227494239807129
