date,open_price,close_price,lowest_price,highest_price,volume,L1_CP_R,CP_HP_R,CP_LP_R,L5_CP_SMA,L5_CP_SMA_R,L10_CP_SMA,L10_CP_SMA_R,L20_CP_SMA,L20_CP_SMA_R,L30_CP_SMA,L30_CP_SMA_R,L5_TV_SMA,L5_TV_SMA_R,L10_TV_SMA,L10_TV_SMA_R,L20_TV_SMA,L20_TV_SMA_R,L30_TV_SMA,L30_TV_SMA_R
2014-01-01,57.005,56.745,56.495,57.13,693768.0,,-0.006739016278662802,0.004425170369059206,,,,,,,,,,,,,,,,
2014-01-02,56.855,56.955,56.571,57.15,402906.0,0.0037007665873645124,-0.0034120734908136274,0.006787930211592519,,,,,,,,,,,,,,,,
2014-01-05,56.975,56.825,56.43,57.165,730904.0,-0.0022825037310156837,-0.005947695268083586,0.00699982278929645,,,,,,,,,,,,,,,,
2014-01-06,56.995,57.66,56.49,57.9,688904.0,0.014694236691596974,-0.004145077720207335,0.02071163037705781,,,,,,,,,,,,,,,,
2014-01-07,57.59,58.63,57.5,58.66,1106798.0,0.016822754075615842,-0.0005114217524717635,0.019652173913043525,57.363,0.022087408259679586,,,,,,,724656.0,0.5273426287783445,,,,,,
2014-01-08,58.96,58.765,58.485,59.26,895926.0,0.0023025754733072556,-0.008353020587242632,0.004787552363854086,57.766999999999996,0.017276299617428714,,,,,,,765087.6,0.17101100579855166,,,,,,
2014-01-09,58.56,58.1,58.055,58.66,970226.0,-0.011316259678380014,-0.009546539379474805,0.0007751270347085004,57.996,0.0017932271191116733,,,,,,,878551.6,0.10434720055145319,,,,,,
2014-01-12,58.04,57.155,57.0525,58.21,980566.0,-0.016265060240963858,-0.01812403367119053,0.0017965908592962876,58.062,-0.01562123247562941,,,,,,,928484.0,0.056093589119467824,,,,,,
2014-01-13,57.25,57.695,57.03,58.015,707046.0,0.009447992301635955,-0.005515814875463265,0.011660529545852949,58.069,-0.00644061375260474,,,,,,,932112.4,-0.24145843355372165,,,,,,
2014-01-14,58.065,57.9,57.755,58.065,960898.0,0.003553167518849154,-0.0028416429863084014,0.002510605142411748,57.923,-0.00039707888058293506,57.642999999999994,0.004458477178495235,,,,,902932.4,0.06419705395442676,813794.2,0.1807629004974478,,,,
2014-01-15,57.9,57.89,57.56,57.995,722738.0,-0.00017271157167531026,-0.0018105009052503673,0.005733148019458012,57.748000000000005,0.0024589596176489703,57.75750000000001,0.0022940743626367333,,,,,868294.8,-0.1676352317208396,816691.2,-0.11504127875995229,,,,
2014-01-16,57.71,58.08,57.48,58.24,869012.0,0.0032820867161857947,-0.0027472527472528485,0.010438413361169019,57.74399999999999,0.005818786367414841,57.86999999999999,0.00362882322446878,,,,,848052.0,0.02471546556107418,863301.8,0.006614372864738538,,,,
2014-01-20,58.625,58.535,58.12,58.625,821584.0,0.007834022038567534,-0.0015351812366738438,0.007140399174122569,58.019999999999996,0.008876249569114147,58.041,0.008511224823831487,,,,,816255.6,0.006527857205512522,872369.8,-0.05821590797847431,,,,
2014-01-21,58.74,58.93,58.165,58.94,785748.0,0.006748099427692944,-0.000169664065150954,0.013152239319178305,58.266999999999996,0.011378653440197839,58.168000000000006,0.013099986246733586,,,,,831996.0,-0.05558680570579666,882054.2,-0.1091839934552774,,,,
2014-01-22,58.62,58.425,58.03,58.92,862114.0,-0.008569489224503735,-0.008401221995926744,0.0068068240565224425,58.372,0.0009079695744533822,58.147499999999994,0.004772346188572252,,,,,812239.2,0.06140407899544864,857585.8,0.005280171383434729,,,,
2014-01-23,58.16,57.48,57.3325,58.555,1094122.0,-0.016174582798459625,-0.01835880795832978,0.002572711812671491,58.29,-0.013896037056098876,58.01899999999999,-0.009290060152708501,,,,,886516.0,0.23418189857825467,877405.4,0.24699711216730602,,,,
2014-01-26,57.44,56.47,56.435,57.6,1075210.0,-0.017571329157967996,-0.019618055555555625,0.0006201825108531622,57.967999999999996,-0.025841843775876283,57.85600000000001,-0.023956028761062065,,,,,927755.6,0.15893668548052964,887903.8,0.21095325867509507,,,,
2014-01-27,56.565,57.08,56.23,57.08,981338.0,0.010802195856206787,0.0,0.015116485861639717,57.677,-0.010350746398044341,57.84849999999999,-0.01328470055403319,,,,,959706.4,0.022539810091919854,887981.0,0.10513400624562919,,,,
2014-01-28,56.5,56.99,56.0565,57.27,1212610.0,-0.0015767344078485568,-0.004889121704208188,0.016652841329729773,57.289,-0.005219152018712148,57.778,-0.013638409083041925,,,,,1045078.8,0.16030484973956027,938537.4,0.29202096794437815,,,,
2014-01-29,57.615,57.53,57.275,58.0,519392.0,0.009475346552026753,-0.008103448275862069,0.004452204277608063,57.11,0.007354228681491826,57.74100000000001,-0.003654249147053368,57.69199999999999,-0.0028080149760797424,,,976534.4,-0.46812728768182665,894386.8,-0.4192758658781637,854090.5,-0.3918770903083455,,
2014-01-30,56.6,57.445,56.505,57.64,1340744.0,-0.0014774900052146878,-0.003383067314364996,0.01663569595611003,57.102999999999994,0.005989177451272365,57.69649999999999,-0.004359016578128538,57.72700000000001,-0.00488506244911413,,,1025858.8,0.30694789575329473,956187.4,0.4021770209479856,886439.3,0.5125051427661205,,
2014-02-02,57.45,55.105,54.8425,57.91,2291014.0,-0.04073461571938386,-0.04843723018476942,0.004786433878834817,56.83,-0.030353686433221894,57.399,-0.03996585306364231,57.6345,-0.04388864308703999,,,1269019.6,0.8053416984260919,1098387.6,1.0857973997521455,980844.7,1.3357561089946248,,
2014-02-03,55.405,55.18,55.1,55.67,1458702.0,0.001361038018328653,-0.008801868151607772,0.0014519056261341756,56.45,-0.022497785651018676,57.0635,-0.03300708859428525,57.552249999999994,-0.04121906615293047,,,1364492.4,0.06904369712869052,1162099.4,0.255229974303403,1017234.6,0.43398779396611165,,
2014-02-04,54.99,55.53,54.885,55.66,740658.0,0.006342877854295104,-0.0023356090549765396,0.011751844766329622,56.157999999999994,-0.011182734427864105,56.7235,-0.021040662159422463,57.44575,-0.033348855224276774,,,1270102.0,-0.4168515599534526,1157590.4,-0.36017264828733886,1019822.3,-0.2737381796809111,,
2014-02-05,55.6,55.76,55.055,56.05,721852.0,0.004141905276427105,-0.005173951828724377,0.012805376441739957,55.803999999999995,-0.000788473944520085,56.45700000000001,-0.012345679012345845,57.302249999999994,-0.026914300921865975,,,1310594.0,-0.449217682974285,1143564.2,-0.3687700262040382,1000575.0,-0.2785628263748344,,
2014-02-06,56.08,56.685,55.405,56.84,845976.0,0.016588952654232436,-0.0027269528501056017,0.023102608067864017,55.652,0.018561776755552373,56.3775,0.005454303578555253,57.19825000000001,-0.008973176626907442,,,1211640.4,-0.3017928421667022,1118749.6,-0.24382006482952046,998077.5,-0.15239447838469455,,
2014-02-09,56.515,57.42,56.515,57.451,1006096.0,0.012966393225721129,-0.0005395902595254354,0.01601344775723268,56.114999999999995,0.023255813953488413,56.472500000000004,0.016778077825490234,57.164249999999996,0.004473950064944443,,,954656.8,0.05388240046056336,1111838.2,-0.09510574470278133,999871.0,0.0062258031286035465,,
2014-02-10,57.62,57.215,56.14,57.975,1956224.0,-0.0035701846046672925,-0.013109098749460979,0.019148557178482406,56.522000000000006,0.012260712642864657,56.486000000000004,0.012905852777679305,57.16725,0.0008352684447825443,,,1054161.2,0.8557161845835344,1209326.8,0.6176140312114144,1048653.9,0.865461998472518,,
2014-02-11,57.45,57.505,57.045,58.0225,1231908.0,0.0050686008913747305,-0.008918953854108236,0.008063809273380684,56.916999999999994,0.010330832615914609,56.5375,0.017112535927481742,57.15775,0.006075291627119617,,,1152411.2,0.06898301578464361,1211256.6,0.01704956654106149,1074897.0,0.14607073980111585,,
2014-02-12,57.465,58.575,57.03,58.605,1216860.0,0.018607077645422132,-0.0005119017148705884,0.027091004734350443,57.480000000000004,0.01905010438413357,56.64200000000001,0.03412661982274634,57.1915,0.024190657702630736,57.342,0.021502563565972688,1251412.8,-0.027611032906168176,1281003.4,-0.05007277888567663,1087695.1,0.11875101763352602,996394.8,0.2212628969962509
2014-02-13,58.27,58.515,58.09,58.695,713238.0,-0.0010243277848912546,-0.003066700741119366,0.007316233430883168,57.846000000000004,0.011565190332953001,56.749,0.031119491092354012,57.222750000000005,0.02258280142076341,57.401,0.019407327398477392,1224865.2,-0.4177008212822113,1218252.8,-0.41454023335714885,1087220.1,-0.3439801195728446,997043.8,-0.2846472742722035
2014-02-17,58.78,58.895,58.6275,59.07,619286.0,0.0064940613517900925,-0.0029625867614694323,0.004562705215129581,58.141,0.012968473194475694,57.128,0.03093054194090472,57.2635,0.02849109816899076,57.46566666666667,0.02487282261292245,1147503.2,-0.46031871632253396,1051080.0,-0.41080983369486623,1074733.8,-0.42377731118161543,1004256.4666666667,-0.38333879785157143
2014-02-18,58.875,58.43,58.34,58.9875,622880.0,-0.007895407080397376,-0.009451154905700365,0.001542680836475796,58.384,0.0007878870923541115,57.45300000000001,0.01700520425391172,57.25825,0.0204642999043807,57.51916666666666,0.015835301276386105,880834.4,-0.2928523227521541,967497.8,-0.3561949184794012,1064798.6,-0.41502552689306693,1000655.6666666666,-0.377528134053439
2014-02-19,58.32,59.0,58.0663,59.085,684114.0,0.009755262707513257,-0.0014386053990014247,0.01607989487878525,58.68300000000001,0.005401905151406483,57.8,0.02076124567474058,57.26174999999999,0.030356215099957895,57.563833333333335,0.024949114461337185,771275.6,-0.11300966865799977,961843.4,-0.2887470039301616,1059716.9,-0.35443701992484966,1000496.0,-0.31622515232444703
2014-02-20,59.275,59.355,58.725,59.575,986416.0,0.006016949152542361,-0.0036928241712128607,0.010727969348658828,58.839,0.008769693570590986,58.1595,0.020555541227142538,57.30825,0.035714753111462993,57.587999999999994,0.030683475724109233,725186.8,0.36022332452824557,988299.8,-0.0019061017719522733,1065932.0,-0.07459762911705436,996483.2666666667,-0.01010279550437676
2014-02-23,59.585,59.79,59.16,60.15,843036.0,0.007328784432651059,-0.0059850374064838174,0.010649087221095366,59.093999999999994,0.011777845466544923,58.470000000000006,0.02257567983581321,57.42375,0.04120681773656365,57.622166666666665,0.03762151718233442,751146.4,0.12233247739721564,988005.8,-0.14672970543290342,1053377.7,-0.19968307664003138,994720.2666666667,-0.15248936987577888
2014-02-24,59.795,59.575,59.42,60.0,1420810.0,-0.003595919050008334,-0.00708333333333333,0.002608549309996544,59.230000000000004,0.0058247509707918255,58.685500000000005,0.015157066055499158,57.57899999999999,0.03466541621077135,57.67133333333333,0.0330088894540328,911451.2,0.5588437428136581,1029477.2,0.38012769976838734,1070657.7,0.3270441150332175,1009739.7333333333,0.407105170863832
2014-02-25,59.76,59.31,59.1351,60.03,947654.0,-0.0044481745698699005,-0.01199400299850073,0.002957634298411671,59.406000000000006,-0.0016159983840017267,58.895,0.007046438577128722,57.69050000000001,0.02807221292933826,57.74316666666667,0.02713452385419335,976406.0,-0.02944676702109572,928620.2,0.020496861903284147,1068973.5,-0.1134915879579802,1008642.6666666666,-0.06046607850550312
2014-02-26,59.33,59.37,58.985,59.59,579894.0,0.001011633788568389,-0.003691894613190194,0.006527083156734781,59.48,-0.0018493611297915047,59.081500000000005,0.004883085229724804,57.8095,0.026993833193506234,57.799,0.027180401045000746,955562.0,-0.39313827883486363,863418.8,-0.3283745964299133,1037337.7,-0.44097857428684983,1004404.2666666667,-0.42264880860721155
2014-02-27,59.465,59.52,59.0813,59.975,758596.0,0.002526528549772644,-0.007586494372655239,0.007425361324141511,59.513,0.00011762136003912183,59.176,0.00581316750033789,57.909000000000006,0.027819509920737673,57.852999999999994,0.02881440893298537,909998.0,-0.1663761898377799,817592.4,-0.07215869423443766,1049297.9,-0.2770442026044272,997660.8666666667,-0.23962538238611886
2014-03-02,58.945,58.605,58.27,59.31,1445958.0,-0.01537298387096786,-0.011886697015680459,0.00574909902179499,59.275999999999996,-0.01131992712058838,59.185,-0.00979978034975082,57.967,0.01100626218365619,57.87683333333334,0.012581314918749698,1030582.4,0.40304938256271394,890864.4,0.6230955014029071,1054558.6,0.3711499768718398,1021768.2,0.41515267357116814
2014-03-03,59.42,59.665,59.25,60.0,834078.0,0.01808719392543301,-0.0055833333333333846,0.0070042194092827526,59.294000000000004,0.006256956859041374,59.262,0.006800310485640004,58.19500000000001,0.025259902053440975,57.92966666666666,0.029955866021439848,913236.0,-0.08667858034505871,912343.6,-0.08578522390029364,981711.8,-0.1503840536499612,1020603.7333333333,-0.18276019109212216
2014-03-04,59.83,59.675,59.315,59.83,603354.0,0.00016760244699565163,-0.002590673575129543,0.006069291073084404,59.367,0.005188067444876765,59.3865,0.004858006449277141,58.41975,0.02148674035749898,57.967666666666666,0.02945320092235315,844376.0,-0.2854439254550105,910391.0,-0.33725838678106435,938944.4,-0.35741243038458936,1013329.4,-0.40458255726124204
2014-03-05,59.795,59.88,59.6388,60.175,515372.0,0.003435274403016386,-0.004902368093061771,0.0040443469687518885,59.46900000000001,0.006911163799626641,59.4745,0.006818048071022043,58.63725000000001,0.021193865674123513,57.99933333333333,0.032425660065058315,831471.6,-0.38016884761908887,893516.8,-0.4232095020485346,927680.1,-0.44445073253161294,1004316.8666666667,-0.486843229357959
