date,open_price,close_price,lowest_price,highest_price,volume,L1_CP_R,CP_HP_R,CP_LP_R,L5_CP_SMA,L5_CP_SMA_R,L10_CP_SMA,L10_CP_SMA_R,L20_CP_SMA,L20_CP_SMA_R,L30_CP_SMA,L30_CP_SMA_R,L5_TV_SMA,L5_TV_SMA_R,L10_TV_SMA,L10_TV_SMA_R,L20_TV_SMA,L20_TV_SMA_R,L30_TV_SMA,L30_TV_SMA_R
2014-01-01,37.0,35.83,35.52,37.31,511474.0,,-0.03966764942374712,0.008727477477477263,,,,,,,,,,,,,,,,
2014-01-02,35.9,36.87,35.83,36.96,906314.0,0.02902595590287471,-0.0024350649350650677,0.02902595590287471,,,,,,,,,,,,,,,,
2014-01-05,37.43,36.88,36.25,37.44,482529.0,0.0002712232167074724,-0.014957264957264793,0.017379310344827648,,,,,,,,,,,,,,,,
2014-01-06,36.94,37.01,36.55,37.4,328021.0,0.0035249457700650133,-0.01042780748663108,0.0125854993160055,,,,,,,,,,,,,,,,
2014-01-07,36.89,36.87,36.64,37.11,284803.0,-0.0037827614158335576,-0.006467259498787459,0.00627729257641918,36.69199999999999,0.004851193720702085,,,,,,,502628.2,-0.43337242120517716,,,,,,
2014-01-08,36.85,36.27,36.21,37.096,522833.0,-0.016273393002440906,-0.022266551649773425,0.001657000828500399,36.78,-0.013866231647634564,,,,,,,504900.0,0.035517924341453844,,,,,,
2014-01-09,36.29,36.25,36.1,36.71,338270.0,-0.0005514199062587322,-0.012530645600653756,0.0041551246537396835,36.656,-0.011075949367088556,,,,,,,391291.2,-0.13550317512890653,,,,,,
2014-01-12,36.11,35.89,35.6748,36.48,464092.0,-0.00993103448275856,-0.016173245614034992,0.006032269276912583,36.458,-0.015579571013220606,,,,,,,387603.8,0.1973360426290971,,,,,,
2014-01-13,36.15,36.81,36.06,36.93,277702.0,0.025633881303984474,-0.0032493907392363575,0.02079866888519133,36.418,0.010763907957603402,,,,,,,377540.0,-0.2644435026752132,,,,,,
2014-01-14,37.01,36.53,36.35,37.025,320967.0,-0.007606628633523571,-0.013369345037137048,0.004951856946354916,36.35000000000001,0.0049518569463546935,36.521,0.000246433558774406,,,,,384772.8,-0.16582721023939317,443700.5,-0.2766133912402623,,,,
2014-01-15,36.52,40.31,36.52,40.45,1273750.0,0.10347659457979752,-0.003461063040791079,0.10377875136911285,37.158,0.08482695516443295,36.969,0.09037301522897567,,,,,534956.2,1.3810360549144027,519928.1,1.44985797074634,,,,
2014-01-16,40.22,40.21,39.79,40.92,1470935.0,-0.002480774001488495,-0.017350928641251206,0.010555415933651613,37.95,0.05955204216073784,37.303000000000004,0.07792938905718039,,,,,761489.2,0.9316557608433582,576390.2,1.5519778094769832,,,,
2014-01-20,40.42,41.18,40.03,41.26,632039.0,0.02412335239990049,-0.0019389238972370437,0.028728453659755182,39.007999999999996,0.055680885972108296,37.733000000000004,0.09135239710598131,,,,,795078.6,-0.2050609839077545,591341.2,0.06882287248038876,,,,
2014-01-21,41.33,41.84,40.88,42.02,496803.0,0.016027197668771365,-0.004283674440742513,0.023483365949119372,40.013999999999996,0.04563402809016859,38.216,0.09482939083106556,,,,,838898.8,-0.4077914999997616,608219.4,-0.18318455478401385,,,,
2014-01-22,41.84,42.95,41.32,43.21,952676.0,0.026529636711281057,-0.006017125665355172,0.0394482090997097,41.298,0.04000193713981304,38.824,0.106274469400371,,,,,965240.6,-0.01301706538245484,675006.7,0.4113578428184492,,,,
2014-01-23,42.82,43.28,42.27,43.61,698334.0,0.0076833527357391684,-0.007567071772529244,0.023894014667612984,41.892,0.03313281772176069,39.525,0.09500316255534469,,,,,850157.4,-0.17858269539264138,692556.8,0.008341842864007631,,,,
2014-01-26,44.49,43.09,42.4,44.605,956023.0,-0.004390018484288327,-0.03396480215222497,0.016273584905660554,42.468,0.014646321936516937,40.208999999999996,0.07165062548185741,,,,,747175.0,0.2795168467895741,754332.1,0.2673767959762021,,,,
2014-01-27,42.99,43.56,42.5001,43.8,646297.0,0.01090740310977023,-0.005479452054794387,0.024938764849965045,42.944,0.014344262295082011,40.976,0.06306130417805544,,,,,750026.6,-0.13830122824977142,772552.6,-0.16342654208917295,,,,
2014-01-28,43.15,42.57,42.31,43.45,394714.0,-0.022727272727272818,-0.020253164556962133,0.006145119357126028,43.09,-0.012067765142724562,41.552,0.024499422410473537,,,,,729608.8,-0.4590059769015944,784253.8,-0.4967011954548387,,,,
2014-01-29,43.09,43.37,42.9,43.78,359317.0,0.018792576932111782,-0.009365006852444124,0.010955710955711018,43.174,0.004539769305600627,42.236000000000004,0.02684913344066664,39.3785,0.1013624185786659,,,610937.0,-0.4118591606008476,788088.8,-0.5440653388298375,615894.65,-0.4165934060313724,,
2014-01-30,42.57,43.0,42.57,43.762,331342.0,-0.008531242794558414,-0.017412366893651998,0.010101010101010166,43.118,-0.0027366760981493155,42.505,0.011645688742500715,39.737,0.08211490550368672,,,537538.6,-0.3835940339912334,693848.0,-0.5224573681843863,606888.05,-0.454031101782281,,
2014-02-02,42.99,42.16,42.0075,43.59,720344.0,-0.019534883720930263,-0.032805689378297975,0.0036303041123608715,42.932,-0.017981924904500235,42.7,-0.012646370023419395,40.0015,0.05396047648213176,,,490402.8,0.4688823147013028,618788.9,0.16411913659084698,597589.55,0.20541599162836754,,
2014-02-03,42.27,42.38,41.86,43.31,764091.0,0.005218216318785718,-0.02147310090048482,0.012422360248447228,42.696,-0.007401161701330206,42.82,-0.010275572162540825,40.2765,0.05222648442640265,,,513961.6,0.48666943211321634,631994.1,0.20901603353575626,611667.65,0.24919308712827948,,
2014-02-04,42.06,42.98,41.74,43.21,319066.0,0.014157621519584662,-0.005322841934737421,0.029707714422616105,42.778,0.004722053391930325,42.934000000000005,0.001071411934597144,40.575,0.059272951324707224,,,498832.0,-0.3603738332745293,614220.4,-0.48053500014001493,611219.9,-0.4779849281739682,,
2014-02-05,43.0,43.01,42.58,44.02,1103626.0,0.0006979990693345428,-0.02294411631076798,0.01009863785814935,42.705999999999996,0.007118437690254442,42.940000000000005,0.0016301816488122345,40.882,0.05205224793307561,,,647693.8,0.7039317035302792,629315.4,0.7536929812936406,652161.05,0.6922599103396314,,
2014-02-06,43.16,42.31,41.6,43.59,902003.0,-0.016275284817484192,-0.029364533149805028,0.017067307692307798,42.568,-0.006060890809998054,42.843,-0.01244077212146677,41.184,0.027340714840714986,,,761826.0,0.18400133363786475,649682.3,0.3883755183110267,671119.55,0.3440273048222182,,
2014-02-09,42.37,43.19,42.062,43.34,382424.0,0.02079886551642618,-0.0034610059990771713,0.026817555037801366,42.774,0.00972553420302047,42.853,0.00786409352904105,41.531,0.039946064385639524,,,694242.0,-0.4491488558744645,592322.4,-0.3543651227777306,673327.25,-0.4320384330204964,,
2014-02-10,43.08,43.75,43.0744,43.87,328160.0,0.012965964343598202,-0.0027353544563482046,0.015684490091562475,43.048,0.016307377810815815,42.872,0.020479567083411032,41.924,0.04355500429348336,,,607055.8,-0.4594236641837538,560508.7,-0.41453183509908054,666530.65,-0.5076595502397376,,
2014-02-11,43.8,44.51,43.8,44.5499,314964.0,0.017371428571428593,-0.0008956249060043664,0.01621004566210038,43.354,0.02666420630161004,43.065999999999995,0.03352993080388256,42.309000000000005,0.052022028410030785,,,606235.4,-0.48045924075037516,552533.7,-0.4299641813702947,668393.75,-0.5287747678669945,,
2014-02-12,44.25,44.97,44.25,45.22,436192.0,0.010334756234554154,-0.005528527200353794,0.01627118644067793,43.745999999999995,0.02797970100123459,43.226,0.040346088002590985,42.731,0.052397556808874146,40.660999999999994,0.10597378323208995,472748.6,-0.07732778055820788,560221.2,-0.22139326394645542,674155.0,-0.35297965601382475,597336.8333333334,-0.26977213582174886
2014-02-13,45.07,44.48,44.19,45.44,387531.0,-0.010896152990882868,-0.021126760563380254,0.006562570717356886,44.18,0.006790402897238534,43.374,0.02549914695439659,42.939499999999995,0.03587605817487405,40.949333333333335,0.08622036988799153,369854.2,0.04779396854219842,565840.1,-0.3151227705494891,629844.05,-0.38471912213825,593205.4,-0.34671700561053564
2014-02-17,44.56,44.63,44.4,44.94,545998.0,0.0033723021582734436,-0.0068980863373385715,0.005180180180180294,44.467999999999996,0.0036430691733382314,43.620999999999995,0.02313106072763138,43.1605,0.0340473349474637,41.208,0.083042127742186,402569.0,0.3562842643124533,548405.5,-0.004389999735597061,583597.2,-0.06442662850335812,581194.8666666667,-0.06055949335638777
2014-02-18,44.36,44.67,44.36,45.13,433662.0,0.0008962581223392885,-0.010192776423665006,0.0069882777276826236,44.652,0.00040311744154797324,43.85,0.018700114025085535,43.335,0.030806507442021402,41.467666666666666,0.07722482576786738,423669.4,0.02358584311257772,515362.6,-0.15853032408638112,573678.35,-0.24406769054471023,579565.9666666667,-0.25174695385552603
2014-02-19,44.65,45.5,44.24,45.6,241734.0,0.01858070293261682,-0.002192982456140413,0.028481012658227778,44.85,0.01449275362318847,44.102,0.031699242664731786,43.518,0.045544372443586445,41.75066666666667,0.08980295723820775,409023.4,-0.40899713806104987,507629.4,-0.5237982670034478,560924.9,-0.5690439130086755,576689.7333333333,-0.5808248594911695
