date,open_price,close_price,lowest_price,highest_price,volume,L1_CP_R,CP_HP_R,CP_LP_R,L5_CP_SMA,L5_CP_SMA_R,L10_CP_SMA,L10_CP_SMA_R,L20_CP_SMA,L20_CP_SMA_R,L30_CP_SMA,L30_CP_SMA_R,L5_TV_SMA,L5_TV_SMA_R,L10_TV_SMA,L10_TV_SMA_R,L20_TV_SMA,L20_TV_SMA_R,L30_TV_SMA,L30_TV_SMA_R
2014-01-01,17.27,17.53,17.15,17.5425,976147.0,,-0.0007125552230297094,0.022157434402332532,,,,,,,,,,,,,,,,
2014-01-02,17.5,17.63,17.5,17.75,857274.0,0.0057045065601823985,-0.006760563380281748,0.00742857142857134,,,,,,,,,,,,,,,,
2014-01-05,17.67,17.6,17.42,17.75,1190205.0,-0.001701644923425838,-0.00845070422535199,0.010332950631458004,,,,,,,,,,,,,,,,
2014-01-06,17.64,18.11,17.52,18.27,2811656.0,0.028977272727272574,-0.008757525998905336,0.033675799086757996,,,,,,,,,,,,,,,,
2014-01-07,17.95,17.8,17.73,18.17,1451960.0,-0.01711761457758143,-0.020363236103467353,0.003948110547095318,17.734,0.0037216645990751918,,,,,,,1457448.4,-0.0037657593915502163,,,,,,
2014-01-08,17.91,17.67,17.64,17.98,1006894.0,-0.007303370786516772,-0.01724137931034475,0.001700680272108901,17.762,-0.005179596892241789,,,,,,,1463597.8,-0.3120418737989358,,,,,,
2014-01-09,17.66,17.64,17.5,17.74,1022567.0,-0.001697792869269965,-0.005636978579481311,0.008000000000000007,17.764000000000003,-0.006980409817608724,,,,,,,1496656.4,-0.31676569184483483,,,,,,
2014-01-12,17.61,17.46,17.37,17.7,1506319.0,-0.010204081632653073,-0.013559322033898202,0.005181347150259086,17.736,-0.01556156968876854,,,,,,,1559879.2,-0.03433612038675815,,,,,,
2014-01-13,17.35,17.17,17.05,17.49,2375503.0,-0.016609392898052633,-0.01829616923956523,0.007038123167155463,17.548000000000002,-0.02154091634374289,,,,,,,1472648.6,0.6130820346415295,,,,,,
2014-01-14,17.16,16.96,16.92,17.39,2798109.0,-0.012230634828188758,-0.024726854514088514,0.0023640661938533203,17.380000000000003,-0.024165707710011586,17.557,-0.03400353135501499,,,,,1741878.4,0.6063744748198268,1599663.4,0.7491861100278971,,,,
