date,open_price,close_price,lowest_price,highest_price,volume,L1_CP_R,CP_HP_R,CP_LP_R,L5_CP_SMA,L5_CP_SMA_R,L10_CP_SMA,L10_CP_SMA_R,L20_CP_SMA,L20_CP_SMA_R,L30_CP_SMA,L30_CP_SMA_R,L5_TV_SMA,L5_TV_SMA_R,L10_TV_SMA,L10_TV_SMA_R,L20_TV_SMA,L20_TV_SMA_R,L30_TV_SMA,L30_TV_SMA_R
2014-01-01,23.2625,23.5475,23.1225,23.6525,1356912.0,,-0.004439277032026179,0.01838036544491306,,,,,,,,,,,,,,,,
2014-01-02,23.6725,23.6725,23.4478,23.8275,958012.0,0.005308419152776356,-0.006505088658063207,0.009582988595944864,,,,,,,,,,,,,,,,
2014-01-05,23.7175,23.6525,23.4225,23.7875,1344184.0,-0.0008448621818565316,-0.005675249605885502,0.009819617888782162,,,,,,,,,,,,,,,,
2014-01-06,23.745,23.665,23.5363,23.765,1262160.0,0.0005284853609555107,-0.004207868714496188,0.0054681491993218145,,,,,,,,,,,,,,,,
2014-01-07,23.62,23.8725,23.4525,23.9025,860816.0,0.008768223114303808,-0.0012550988390336304,0.01790853853533725,23.682,0.008044084114517291,,,,,,,1156416.8,-0.2556178706500978,,,,,,
2014-01-08,23.9575,23.8575,23.665,24.24,1163168.0,-0.0006283380458685928,-0.01577970297029685,0.008134375660257875,23.744,0.004780154986522955,,,,,,,1117668.0,0.04070976354337774,,,,,,
2014-01-09,23.8375,23.89,23.7275,24.06,1226984.0,0.0013622550560619118,-0.007065669160432164,0.006848593404277903,23.7875,0.004308985811875887,,,,,,,1171462.4,0.047395119126316,,,,,,
2014-01-12,23.7725,23.6675,23.57,23.87,1137568.0,-0.009313520301381328,-0.0084834520318392,0.004136614340263023,23.7905,-0.005170130934616823,,,,,,,1130139.2,0.006573349548445018,,,,,,
2014-01-13,23.715,24.0025,23.6125,24.01,634072.0,0.01415443118200077,-0.00031236984589755323,0.016516675489677057,23.858,0.006056668622684169,,,,,,,1004521.6,-0.3687821147897665,,,,,,
2014-01-14,24.07,24.0225,23.8775,24.21,1112356.0,0.0008332465368190434,-0.007744733581164787,0.006072662548424201,23.887999999999998,0.0056304420629607055,23.785,0.009985284843388786,,,,,1054829.6,0.05453620186615904,1105623.2,0.006089597251577317,,,,
2014-01-15,23.9425,24.0,23.8275,24.085,1126656.0,-0.0009366219169528733,-0.0035291675316587723,0.007239534151715521,23.916500000000003,0.003491313528317219,23.83025,0.007123299168074304,,,,,1047527.2,0.07553865904388934,1082597.6,0.04069693115890871,,,,
2014-01-16,24.03,23.845,23.739,24.03,757772.0,-0.006458333333333344,-0.00769870994590105,0.004465225999410238,23.9075,-0.002614242392554589,23.8475,-0.00010483279169726245,,,,,953684.8,-0.20542720194345132,1062573.6,-0.2868522236953751,,,,
2014-01-20,24.0375,23.8225,23.7825,24.04,866604.0,-0.0009435940448729863,-0.009047420965058173,0.0016819089666773035,23.938499999999998,-0.004845750569166696,23.8645,-0.001759936307066945,,,,,899492.0,-0.03656285992538011,1014815.6,-0.14604781400680078,,,,
2014-01-21,23.8125,23.5325,23.3925,23.8575,1052868.0,-0.012173365515793955,-0.01362255056062045,0.005984824195789384,23.8445,-0.013084778460441648,23.85125,-0.013364079450762567,,,,,983251.2,0.07080265958485477,993886.4,0.059344407972581115,,,,
2014-01-22,23.4075,23.2,22.975,23.67,970236.0,-0.01412939551683845,-0.01985635825940013,0.009793253536452662,23.68,-0.020270270270270285,23.784,-0.024554322233434234,,,,,954827.2,0.01613778912037711,1004828.4,-0.03442617664866954,,,,
2014-01-23,23.045,22.6125,22.565,23.195,929472.0,-0.02532327586206895,-0.025113170942013374,0.0021050299135829675,23.4025,-0.03375707723533805,23.6595,-0.044252837126735556,,,,,915390.4,0.015383163292951307,981458.8,-0.052968907100328644,,,,
2014-01-26,22.2925,22.415,22.2375,23.605,942472.0,-0.008734107241569977,-0.05041304808303326,0.007982012366497981,23.1165,-0.03034628944693185,23.512,-0.04665702619938761,,,,,952330.4,-0.010351869477231879,953007.6,-0.011055105961379486,,,,
