date,open_price,close_price,lowest_price,highest_price,volume,L1_CP_R,CP_HP_R,CP_LP_R,L5_CP_SMA,L5_CP_SMA_R,L10_CP_SMA,L10_CP_SMA_R,L20_CP_SMA,L20_CP_SMA_R,L30_CP_SMA,L30_CP_SMA_R,L5_TV_SMA,L5_TV_SMA_R,L10_TV_SMA,L10_TV_SMA_R,L20_TV_SMA,L20_TV_SMA_R,L30_TV_SMA,L30_TV_SMA_R
2014-01-01,51.74,51.99,51.55,52.305,1520771.0,,-0.006022368798394018,0.00853540252182361,,,,,,,,,,,,,,,,
2014-01-02,52.07,52.43,51.91,52.605,1300408.0,0.008463165993460198,-0.003326679973386537,0.010017337699865125,,,,,,,,,,,,,,,,
2014-01-05,52.54,52.84,52.43,53.19,1562077.0,0.007819950410070664,-0.006580184245158716,0.007819950410070664,,,,,,,,,,,,,,,,
2014-01-06,52.96,52.93,52.77,53.17,1180291.0,0.0017032551097653226,-0.004513823584728294,0.003032025772218949,,,,,,,,,,,,,,,,
2014-01-07,52.8,53.41,52.71,53.41,2038944.0,0.009068581144908272,0.0,0.013280212483399723,52.720000000000006,0.01308801213960531,,,,,,,1520498.2,0.3409710054244064,,,,,,
2014-01-08,53.61,53.44,53.02,53.69,2154298.0,0.000561692566934946,-0.004656360588564001,0.007921539041870984,53.010000000000005,0.0081116770420675,,,,,,,1647203.6,0.3078516826942339,,,,,,
2014-01-09,53.71,53.57,53.31,53.89,2115459.0,0.0024326347305390073,-0.0059380218964557585,0.00487713374601384,53.238,0.006236147112964385,,,,,,,1810213.8,0.16862383879738396,,,,,,
2014-01-12,53.32,53.22,53.11,53.63,1917598.0,-0.006533507560201657,-0.007644974827522022,0.0020711730370928105,53.314,-0.001763139137937575,,,,,,,1881318.0,0.019284352778211833,,,,,,
2014-01-13,53.33,53.49,53.25,53.81,1816318.0,0.005073280721533235,-0.005946850027875872,0.004507042253521165,53.426,0.001197918616403948,,,,,,,2008523.4,-0.09569487714208358,,,,,,
2014-01-14,53.76,53.78,53.6,53.94,1926230.0,0.005421574126004858,-0.0029662588060808126,0.0033582089552239847,53.5,0.005233644859813147,53.11,0.012615326680474492,,,,,1985980.6,-0.0300861952025111,1753239.4,0.09866912641821757,,,,
2014-01-15,53.88,53.89,53.69,54.09,1680142.0,0.0020453700260318897,-0.0036975411351451992,0.00372508847085129,53.589999999999996,0.00559805933942914,53.3,0.01106941838649167,,,,,1891149.4,-0.11157627208088372,1769176.5,-0.05032539150276982,,,,
2014-01-16,53.94,53.84,53.62,54.07,1794325.0,-0.0009278159213211845,-0.004253745145182064,0.0041029466616935295,53.644000000000005,0.0036537170979047406,53.440999999999995,0.007466177653861372,,,,,1826922.6,-0.017842901500041752,1818568.2,-0.013330927044693741,,,,
2014-01-20,54.13,54.42,53.94,54.56,2155980.0,0.010772659732540824,-0.00256598240469208,0.00889877641824266,53.884,0.009947294187513833,53.599000000000004,0.015317449952424456,,,,,1874599.0,0.15010196847432433,1877958.5,0.14804453879039392,,,,
2014-01-21,54.44,53.98,53.95,54.86,2343043.0,-0.008085262771040158,-0.016040831206708073,0.0005560704355884738,53.982000000000006,-3.7049386832799236e-05,53.70399999999999,0.005139281990168332,,,,,1979944.0,0.1833885200793557,1994233.7,0.17490893870663204,,,,
2014-01-22,53.71,53.77,53.48,53.83,2306431.0,-0.0038903297517598467,-0.0011146201003157108,0.005422587883320951,53.980000000000004,-0.0038903297517599578,53.739999999999995,0.0005582433941200282,,,,,2055984.2,0.12181358203044557,2020982.4,0.1412424967184276,,,,
