date,open_price,close_price,lowest_price,highest_price,volume,L1_CP_R,CP_HP_R,CP_LP_R,L5_CP_SMA,L5_CP_SMA_R,L10_CP_SMA,L10_CP_SMA_R,L20_CP_SMA,L20_CP_SMA_R,L30_CP_SMA,L30_CP_SMA_R,L5_TV_SMA,L5_TV_SMA_R,L10_TV_SMA,L10_TV_SMA_R,L20_TV_SMA,L20_TV_SMA_R,L30_TV_SMA,L30_TV_SMA_R
2014-01-01,48.01,47.72,47.61,48.15,1383528.0,,-0.00893042575285563,0.0023104389834067707,,,,,,,,,,,,,,,,
2014-01-02,47.7,47.85,47.61,48.06,1598591.0,0.002724224643755324,-0.004369538077403257,0.00504095778197855,,,,,,,,,,,,,,,,
2014-01-05,48.06,47.6,47.5225,48.13,1254985.0,-0.005224660397074143,-0.011011842925410353,0.0016308064600978334,,,,,,,,,,,,,,,,
2014-01-06,47.62,47.94,47.62,48.07,1547414.0,0.0071428571428571175,-0.0027043894320782913,0.006719865602687891,,,,,,,,,,,,,,,,
2014-01-07,47.83,48.15,47.67,48.18,1938391.0,0.004380475594493172,-0.0006226650062266526,0.010069225928256653,47.852,0.006227534899272857,,,,,,,1544581.8,0.2549616990178183,,,,,,
2014-01-08,48.22,48.55,48.2,48.58,1479503.0,0.008307372793354029,-0.000617538081515101,0.007261410788381717,48.018,0.011079178641342668,,,,,,,1563776.8,-0.053891194702466505,,,,,,
2014-01-09,48.55,48.19,47.84,48.71,1698417.0,-0.007415036045314127,-0.010675425990556375,0.007316053511705611,48.086,0.0021627916649336054,,,,,,,1583742.0,0.07240762699985215,,,,,,
2014-01-12,47.46,47.39,47.295,48.165,2586828.0,-0.01660095455488686,-0.01609052216339668,0.002008668992493856,48.044,-0.013612521854966197,,,,,,,1850110.6,0.3982018156103748,,,,,,
2014-01-13,47.48,48.17,47.4,48.19,1799757.0,0.01645916860097074,-0.0004150238638720438,0.016244725738396637,48.089999999999996,0.0016635475150759138,,,,,,,1900579.2,-0.05304814448142969,,,,,,
2014-01-14,48.26,48.33,48.055,48.34,2050556.0,0.003321569441561145,-0.00020686801820446465,0.005722609509936527,48.126,0.004238872958483908,47.989,0.007105795078038657,,,,,1923012.2,0.06632500823447707,1733797.0,0.18269670555434114,,,,
2014-01-15,48.3,48.54,48.22,48.57,1517673.0,0.004345127250155123,-0.0006176652254478165,0.006636250518457176,48.124,0.00864433546671095,48.071,0.009756401988725072,,,,,1930646.2,-0.21390413220195392,1747211.5,-0.13137419253479043,,,,
2014-01-16,48.58,48.5,48.41,48.73,1624665.0,-0.0008240626287597808,-0.0047198850810588056,0.0018591200165256616,48.186,0.006516415556385713,48.136,0.007561907927538636,,,,,1915895.8,-0.15200764049902926,1749818.9,-0.0715239159892489,,,,
2014-01-20,48.63,48.52,48.1,48.83,2495305.0,0.0004123711340207059,-0.006348556215441281,0.008731808731808677,48.412,0.0022308518549121192,48.227999999999994,0.006054574106328481,,,,,1897591.2,0.31498554588575245,1873850.9,0.3316454366780197,,,,
2014-01-21,48.71,48.64,48.33,48.75,2277179.0,0.002473206924979321,-0.002256410256410213,0.006414235464514917,48.506,0.002762544839813641,48.297999999999995,0.007081038552321228,,,,,1993075.6,0.14254522006089476,1946827.4,0.1696871535709843,,,,
2014-01-22,48.19,47.71,47.575,48.46,1867305.0,-0.019120065789473673,-0.015476681799422187,0.0028376248029426954,48.382000000000005,-0.01388946302343852,48.254000000000005,-0.01127367679363378,,,,,1956425.4,-0.045552669680121616,1939718.8,-0.037332112262870254,,,,
