epoch,accuracy,num_predictions
0,58.45,17112
1,56.12,42624
2,54.92,70169
3,55.38,75968
4,56.0,74481
5,56.21,83053
6,59.21,67245
7,60.13,95044
8,61.34,91667
9,60.54,107109
10,60.1,115887
11,59.92,116737
12,59.7,120709
13,59.76,120251
14,59.51,124086
15,59.52,124478
16,59.51,125006
17,59.46,126014
18,59.49,126939
19,59.5,126753
20,59.55,126198
21,59.6,125929
22,59.67,125137
23,60.01,121307
24,60.57,115557
25,60.6,115154
26,60.53,116283
27,60.39,117388
28,60.46,116943
29,60.35,118294
30,60.38,118073
31,60.35,118646
32,60.34,118796
33,60.38,118530
34,60.34,119904
35,60.36,120166
36,60.42,119296
37,60.42,119621
38,60.34,120640
39,60.38,120119
40,60.35,121043
41,60.3,121703
42,60.37,121511
43,60.37,121638
44,60.3,122356
45,60.34,122098
46,60.41,121377
47,60.29,122874
48,60.24,124082
49,60.27,124046
