epoch,loss
0,0.692454626800817
1,0.6920254208626003
2,0.6918423853882956
3,0.6917214349869194
4,0.6916315621192303
5,0.6915435791015625
6,0.6914553161061138
7,0.6913995305332569
8,0.6913454248270857
9,0.691252192226025
10,0.6911784180807411
11,0.6910732164295441
12,0.6909500262059203
13,0.69083369543793
14,0.6906832773751075
15,0.6905373389567804
16,0.6904520157280318
17,0.6903326052044509
18,0.6902564512480289
19,0.6901330510410694
20,0.6900296692454487
21,0.6899152983219252
22,0.689846353793363
23,0.6897031451584003
24,0.6896133422851562
25,0.6894601944389693
26,0.6893770410380232
27,0.6892139539806121
28,0.6890576563843893
29,0.6889487450275946
