epoch,accuracy,num_predictions
0,56.58,287745
1,58.72,268691
2,58.11,344823
3,56.79,435161
4,57.98,375080
5,58.51,358121
6,58.19,390855
7,58.41,398097
8,59.21,376278
9,59.57,378583
10,60.37,366561
11,60.93,359784
